edge_id,src,dst,edge_class,cost,detection_prob,exploitability,power_gain,is_ground_truth_path_step
E_QUBO_35159,N01728,N01577,privilege,2.654,0.29,0.446,5,False
E_QUBO_35160,N01728,N01620,cloud,1.304,0.467,0.531,1,False
E_QUBO_35161,N01728,N01574,cloud,0.515,0.713,0.746,1,False
E_QUBO_35162,N01728,N01556,privilege,2.917,0.348,0.296,3,False
E_QUBO_35163,N01728,N01736,privilege,1.191,0.296,0.13,7,False
E_QUBO_35164,N01607,N01577,config,1.127,0.48,0.195,0,False
E_QUBO_35165,N01607,N01620,network,0.642,0.872,0.396,0,False
E_QUBO_35166,N01607,N01574,config,1.355,0.251,0.202,0,False
E_QUBO_35167,N01607,N01556,cloud,1.025,0.107,0.536,4,False
E_QUBO_35168,N01607,N01736,privilege,1.599,0.073,0.097,5,False
E_QUBO_35169,N01722,N01577,privilege,0.918,0.072,0.384,3,False
E_QUBO_35170,N01722,N01620,privilege,1.334,0.95,0.315,9,False
E_QUBO_35171,N01722,N01574,network,2.652,0.1,0.312,4,False
E_QUBO_35172,N01722,N01556,config,2.871,0.76,0.871,2,False
E_QUBO_35173,N01722,N01736,network,1.366,0.6,0.506,3,False
E_QUBO_35174,N01577,N01575,cloud,1.636,0.234,0.723,4,False
E_QUBO_35175,N01620,N01575,privilege,1.387,0.271,0.211,7,False
E_QUBO_35176,N01574,N01575,auth,0.655,0.107,0.456,2,False
E_QUBO_35177,N01556,N01575,cloud,0.696,0.111,0.844,2,False
E_QUBO_35178,N01736,N01575,auth,1.196,0.748,0.258,0,False
E_QUBO_35179,N01501,N01700,config,1.265,0.504,0.452,0,False
E_QUBO_35180,N01501,N01517,auth,0.755,0.425,0.343,0,False
E_QUBO_35181,N01501,N01573,auth,2.15,0.443,0.207,3,False
E_QUBO_35182,N01501,N01683,cloud,1.29,0.634,0.341,0,False
E_QUBO_35183,N01501,N01560,config,0.753,0.751,0.088,4,False
E_QUBO_35184,N01700,N01532,privilege,2.754,0.83,0.898,2,False
E_QUBO_35185,N01700,N01542,auth,1.571,0.437,0.195,3,False
E_QUBO_35186,N01517,N01532,cloud,2.51,0.136,0.782,3,False
E_QUBO_35187,N01517,N01542,config,2.015,0.428,0.559,0,False
E_QUBO_35188,N01573,N01532,auth,0.725,0.306,0.366,0,False
E_QUBO_35189,N01573,N01542,privilege,2.675,0.527,0.628,2,False
E_QUBO_35190,N01683,N01532,privilege,2.209,0.921,0.435,2,False
E_QUBO_35191,N01683,N01542,config,1.28,0.655,0.782,4,False
E_QUBO_35192,N01560,N01532,config,0.646,0.833,0.469,0,False
E_QUBO_35193,N01560,N01542,config,0.832,0.642,0.404,2,False
E_QUBO_35194,N01532,N01728,cloud,2.096,0.61,0.714,2,False
E_QUBO_35195,N01532,N01607,config,1.703,0.085,0.247,1,False
E_QUBO_35196,N01532,N01722,auth,2.906,0.209,0.296,2,False
E_QUBO_35197,N01542,N01728,network,1.513,0.526,0.846,2,False
E_QUBO_35198,N01542,N01607,config,2.709,0.23,0.375,3,False
E_QUBO_35199,N01542,N01722,auth,1.071,0.69,0.212,2,False
E_QUBO_35200,N01728,N01577,cloud,2.92,0.749,0.253,2,False
E_QUBO_35201,N01728,N01620,cloud,1.441,0.115,0.076,0,False
E_QUBO_35202,N01728,N01574,auth,0.657,0.838,0.36,2,False
E_QUBO_35203,N01728,N01556,auth,2.254,0.479,0.499,3,False
E_QUBO_35204,N01728,N01736,cloud,0.899,0.804,0.234,1,False
E_QUBO_35205,N01607,N01577,auth,2.022,0.764,0.773,0,False
E_QUBO_35206,N01607,N01620,network,1.02,0.303,0.211,0,False
E_QUBO_35207,N01607,N01574,privilege,1.078,0.765,0.894,10,False
E_QUBO_35208,N01607,N01556,network,2.623,0.449,0.345,1,False
E_QUBO_35209,N01607,N01736,privilege,0.516,0.902,0.79,4,False
E_QUBO_35210,N01722,N01577,privilege,2.438,0.625,0.188,9,False
E_QUBO_35211,N01722,N01620,auth,2.399,0.476,0.22,3,False
E_QUBO_35212,N01722,N01574,config,1.15,0.741,0.131,1,False
E_QUBO_35213,N01722,N01556,network,0.9,0.496,0.212,4,False
E_QUBO_35214,N01722,N01736,auth,2.854,0.716,0.391,2,False
E_QUBO_35215,N01577,N01597,privilege,2.212,0.208,0.087,3,True
E_QUBO_35216,N01620,N01597,cloud,1.934,0.443,0.351,2,False
E_QUBO_35217,N01574,N01597,cloud,2.647,0.858,0.053,3,False
E_QUBO_35218,N01556,N01597,config,1.538,0.74,0.567,4,False
E_QUBO_35219,N01736,N01597,privilege,0.651,0.668,0.143,6,False
E_QUBO_35220,N01501,N01700,privilege,1.363,0.324,0.815,2,False
E_QUBO_35221,N01501,N01517,network,1.331,0.152,0.399,1,False
E_QUBO_35222,N01501,N01573,auth,2.917,0.641,0.397,0,False
E_QUBO_35223,N01501,N01683,config,0.799,0.619,0.434,2,False
E_QUBO_35224,N01501,N01560,network,1.507,0.676,0.444,2,False
E_QUBO_35225,N01700,N01532,auth,1.491,0.267,0.893,0,False
E_QUBO_35226,N01700,N01542,config,2.981,0.481,0.355,1,False
E_QUBO_35227,N01517,N01532,config,0.917,0.644,0.113,3,False
E_QUBO_35228,N01517,N01542,privilege,1.609,0.689,0.533,10,False
E_QUBO_35229,N01573,N01532,cloud,1.304,0.427,0.563,4,False
E_QUBO_35230,N01573,N01542,network,0.653,0.522,0.265,0,False
E_QUBO_35231,N01683,N01532,privilege,2.87,0.3,0.151,8,False
E_QUBO_35232,N01683,N01542,auth,2.935,0.276,0.737,2,False
E_QUBO_35233,N01560,N01532,network,0.638,0.2,0.443,4,False
E_QUBO_35234,N01560,N01542,auth,1.146,0.116,0.812,3,False
E_QUBO_35235,N01532,N01728,privilege,1.587,0.838,0.165,3,False
E_QUBO_35236,N01532,N01607,network,2.507,0.733,0.528,4,False
E_QUBO_35237,N01532,N01722,network,2.625,0.647,0.58,3,False
E_QUBO_35238,N01542,N01728,cloud,0.865,0.602,0.517,2,False
E_QUBO_35239,N01542,N01607,privilege,2.513,0.185,0.559,8,False
E_QUBO_35240,N01542,N01722,cloud,1.211,0.621,0.506,4,False
E_QUBO_35241,N01728,N01577,network,1.089,0.092,0.634,4,False
E_QUBO_35242,N01728,N01620,config,1.038,0.416,0.289,0,False
E_QUBO_35243,N01728,N01574,privilege,1.808,0.548,0.358,6,False
E_QUBO_35244,N01728,N01556,privilege,1.416,0.59,0.727,8,False
E_QUBO_35245,N01728,N01736,network,1.553,0.189,0.631,2,False
E_QUBO_35246,N01607,N01577,config,0.75,0.659,0.79,2,False
E_QUBO_35247,N01607,N01620,config,1.721,0.139,0.549,2,False
E_QUBO_35248,N01607,N01574,privilege,2.087,0.097,0.489,5,False
E_QUBO_35249,N01607,N01556,cloud,1.916,0.157,0.868,1,False
E_QUBO_35250,N01607,N01736,config,0.732,0.295,0.7,3,True
E_QUBO_35251,N01722,N01577,config,1.483,0.319,0.064,0,False
E_QUBO_35252,N01722,N01620,auth,2.272,0.74,0.129,0,False
E_QUBO_35253,N01722,N01574,network,2.323,0.781,0.473,4,False
E_QUBO_35254,N01722,N01556,cloud,0.899,0.527,0.409,4,False
E_QUBO_35255,N01722,N01736,config,2.22,0.917,0.724,3,False
E_QUBO_35256,N01577,N01602,config,1.04,0.808,0.148,2,False
E_QUBO_35257,N01620,N01602,config,2.864,0.176,0.617,3,False
E_QUBO_35258,N01574,N01602,config,0.589,0.932,0.8,4,False
E_QUBO_35259,N01556,N01602,privilege,2.563,0.277,0.057,10,False
E_QUBO_35260,N01736,N01602,privilege,0.896,0.089,0.206,3,False
E_QUBO_35261,N01501,N01700,network,2.118,0.606,0.425,0,False
E_QUBO_35262,N01501,N01517,network,2.81,0.675,0.35,0,False
E_QUBO_35263,N01501,N01573,auth,1.888,0.161,0.07,0,False
E_QUBO_35264,N01501,N01683,privilege,1.884,0.704,0.757,6,False
E_QUBO_35265,N01501,N01560,network,0.572,0.779,0.108,3,False
E_QUBO_35266,N01700,N01532,network,1.628,0.275,0.744,3,True
E_QUBO_35267,N01700,N01542,cloud,0.831,0.7,0.59,3,False
E_QUBO_35268,N01517,N01532,privilege,1.365,0.336,0.534,8,False
E_QUBO_35269,N01517,N01542,network,1.202,0.947,0.405,4,False
E_QUBO_35270,N01573,N01532,auth,2.182,0.756,0.604,1,False
E_QUBO_35271,N01573,N01542,config,2.507,0.565,0.283,4,False
E_QUBO_35272,N01683,N01532,config,2.198,0.933,0.629,1,False
E_QUBO_35273,N01683,N01542,config,1.096,0.171,0.488,1,False
E_QUBO_35274,N01560,N01532,config,0.606,0.166,0.072,0,False
E_QUBO_35275,N01560,N01542,cloud,0.918,0.229,0.723,3,False
E_QUBO_35276,N01532,N01728,auth,0.939,0.223,0.576,3,False
E_QUBO_35277,N01532,N01607,cloud,1.875,0.909,0.42,1,False
E_QUBO_35278,N01532,N01722,auth,1.813,0.819,0.573,3,False
E_QUBO_35279,N01542,N01728,network,2.32,0.361,0.191,4,False
E_QUBO_35280,N01542,N01607,auth,1.253,0.348,0.889,3,False
E_QUBO_35281,N01542,N01722,auth,2.271,0.744,0.742,1,False
E_QUBO_35282,N01728,N01577,auth,1.667,0.542,0.201,1,False
E_QUBO_35283,N01728,N01620,network,1.115,0.916,0.522,4,False
E_QUBO_35284,N01728,N01574,auth,2.136,0.758,0.526,2,False
E_QUBO_35285,N01728,N01556,privilege,2.27,0.563,0.291,2,False
E_QUBO_35286,N01728,N01736,config,1.428,0.858,0.344,3,False
E_QUBO_35287,N01607,N01577,privilege,2.535,0.314,0.284,10,False
E_QUBO_35288,N01607,N01620,cloud,2.596,0.582,0.73,0,False
E_QUBO_35289,N01607,N01574,privilege,2.178,0.636,0.339,9,False
E_QUBO_35290,N01607,N01556,cloud,2.98,0.88,0.118,1,False
E_QUBO_35291,N01607,N01736,cloud,2.765,0.677,0.652,3,False
E_QUBO_35292,N01722,N01577,auth,2.677,0.626,0.779,3,False
E_QUBO_35293,N01722,N01620,network,1.052,0.662,0.779,4,False
E_QUBO_35294,N01722,N01574,cloud,2.459,0.516,0.298,1,False
E_QUBO_35295,N01722,N01556,auth,1.642,0.337,0.18,3,False
E_QUBO_35296,N01722,N01736,privilege,2.814,0.136,0.305,10,False
E_QUBO_35297,N01577,N01667,auth,1.938,0.451,0.438,1,False
E_QUBO_35298,N01620,N01667,privilege,1.338,0.883,0.072,8,False
E_QUBO_35299,N01574,N01667,cloud,1.304,0.223,0.661,3,False
E_QUBO_35300,N01556,N01667,privilege,2.23,0.175,0.756,9,False
E_QUBO_35301,N01736,N01667,network,2.502,0.545,0.763,3,False
E_QUBO_35302,N01501,N01700,config,0.663,0.571,0.245,1,False
E_QUBO_35303,N01501,N01517,config,2.012,0.652,0.254,2,False
E_QUBO_35304,N01501,N01573,network,1.391,0.21,0.488,2,False
E_QUBO_35305,N01501,N01683,network,0.899,0.888,0.595,2,False
E_QUBO_35306,N01501,N01560,network,1.116,0.093,0.473,1,False
E_QUBO_35307,N01700,N01532,cloud,2.912,0.145,0.56,2,False
E_QUBO_35308,N01700,N01542,config,2.326,0.212,0.77,3,False
E_QUBO_35309,N01517,N01532,privilege,1.638,0.705,0.364,3,False
E_QUBO_35310,N01517,N01542,network,1.748,0.093,0.213,3,False
E_QUBO_35311,N01573,N01532,cloud,0.716,0.2,0.46,4,False
E_QUBO_35312,N01573,N01542,cloud,1.272,0.469,0.102,2,False
E_QUBO_35313,N01683,N01532,auth,2.508,0.33,0.252,0,False
E_QUBO_35314,N01683,N01542,auth,2.134,0.232,0.081,1,False
E_QUBO_35315,N01560,N01532,cloud,0.862,0.41,0.392,3,False
E_QUBO_35316,N01560,N01542,auth,0.968,0.677,0.385,1,False
E_QUBO_35317,N01532,N01728,config,1.446,0.632,0.858,3,False
E_QUBO_35318,N01532,N01607,auth,1.433,0.165,0.623,1,False
E_QUBO_35319,N01532,N01722,cloud,1.059,0.14,0.38,3,False
E_QUBO_35320,N01542,N01728,auth,1.658,0.104,0.665,3,False
E_QUBO_35321,N01542,N01607,network,0.531,0.496,0.45,1,False
E_QUBO_35322,N01542,N01722,network,1.442,0.897,0.179,3,False
E_QUBO_35323,N01728,N01577,auth,0.895,0.286,0.363,1,False
E_QUBO_35324,N01728,N01620,config,2.301,0.815,0.66,0,False
E_QUBO_35325,N01728,N01574,network,1.637,0.742,0.602,3,False
E_QUBO_35326,N01728,N01556,cloud,2.79,0.606,0.523,0,False
E_QUBO_35327,N01728,N01736,network,2.574,0.572,0.118,2,False
E_QUBO_35328,N01607,N01577,config,2.503,0.343,0.347,4,False
E_QUBO_35329,N01607,N01620,config,1.343,0.393,0.886,3,False
E_QUBO_35330,N01607,N01574,privilege,1.713,0.563,0.261,4,False
E_QUBO_35331,N01607,N01556,privilege,1.958,0.921,0.272,8,False
E_QUBO_35332,N01607,N01736,config,2.964,0.874,0.381,1,False
E_QUBO_35333,N01722,N01577,privilege,1.221,0.453,0.226,3,False
E_QUBO_35334,N01722,N01620,config,1.175,0.37,0.652,4,False
E_QUBO_35335,N01722,N01574,auth,2.873,0.493,0.755,4,False
E_QUBO_35336,N01722,N01556,privilege,2.73,0.736,0.08,2,False
E_QUBO_35337,N01722,N01736,auth,2.256,0.686,0.664,3,False
E_QUBO_35338,N01577,N01677,network,1.149,0.504,0.728,2,False
E_QUBO_35339,N01620,N01677,auth,2.774,0.244,0.271,4,False
E_QUBO_35340,N01574,N01677,network,0.918,0.104,0.279,0,False
E_QUBO_35341,N01556,N01677,network,1.323,0.821,0.894,3,False
E_QUBO_35342,N01736,N01677,config,0.839,0.292,0.502,0,False
E_QUBO_35343,N01501,N01700,config,1.805,0.365,0.838,2,False
E_QUBO_35344,N01501,N01517,config,1.832,0.105,0.793,1,False
E_QUBO_35345,N01501,N01573,config,2.031,0.399,0.584,4,False
E_QUBO_35346,N01501,N01683,auth,2.577,0.829,0.499,1,False
E_QUBO_35347,N01501,N01560,cloud,1.049,0.623,0.704,2,False
E_QUBO_35348,N01700,N01532,cloud,1.884,0.22,0.546,2,False
E_QUBO_35349,N01700,N01542,privilege,1.919,0.807,0.793,10,False
E_QUBO_35350,N01517,N01532,auth,2.679,0.6,0.56,3,False
E_QUBO_35351,N01517,N01542,privilege,0.809,0.456,0.092,9,False
E_QUBO_35352,N01573,N01532,config,2.323,0.76,0.068,4,True
E_QUBO_35353,N01573,N01542,cloud,0.845,0.603,0.058,2,False
E_QUBO_35354,N01683,N01532,network,2.125,0.49,0.788,1,False
E_QUBO_35355,N01683,N01542,auth,2.715,0.253,0.567,4,False
E_QUBO_35356,N01560,N01532,auth,2.194,0.809,0.768,2,False
E_QUBO_35357,N01560,N01542,network,1.915,0.199,0.223,3,False
E_QUBO_35358,N01532,N01728,config,0.84,0.224,0.754,2,False
E_QUBO_35359,N01532,N01607,cloud,0.602,0.222,0.177,1,False
E_QUBO_35360,N01532,N01722,cloud,0.763,0.106,0.611,0,False
E_QUBO_35361,N01542,N01728,config,2.852,0.534,0.179,2,False
E_QUBO_35362,N01542,N01607,cloud,1.344,0.438,0.31,4,False
E_QUBO_35363,N01542,N01722,privilege,0.93,0.174,0.602,8,False
E_QUBO_35364,N01728,N01577,config,2.036,0.659,0.332,4,False
E_QUBO_35365,N01728,N01620,config,0.778,0.111,0.268,3,False
E_QUBO_35366,N01728,N01574,privilege,0.625,0.929,0.379,9,False
E_QUBO_35367,N01728,N01556,network,1.596,0.083,0.228,2,False
E_QUBO_35368,N01728,N01736,privilege,2.222,0.182,0.148,5,False
E_QUBO_35369,N01607,N01577,privilege,2.26,0.09,0.122,3,False
E_QUBO_35370,N01607,N01620,privilege,1.111,0.603,0.343,9,False
E_QUBO_35371,N01607,N01574,network,1.775,0.769,0.643,4,False
E_QUBO_35372,N01607,N01556,cloud,0.866,0.115,0.352,4,False
E_QUBO_35373,N01607,N01736,cloud,2.9,0.113,0.074,2,False
E_QUBO_35374,N01722,N01577,privilege,2.76,0.654,0.613,6,False
E_QUBO_35375,N01722,N01620,auth,2.42,0.47,0.158,1,False
E_QUBO_35376,N01722,N01574,config,0.504,0.534,0.81,0,False
E_QUBO_35377,N01722,N01556,privilege,2.869,0.23,0.695,10,False
E_QUBO_35378,N01722,N01736,cloud,0.917,0.269,0.655,1,False
E_QUBO_35379,N01577,N01717,network,1.731,0.892,0.288,4,False
E_QUBO_35380,N01620,N01717,network,1.99,0.276,0.141,2,False
E_QUBO_35381,N01574,N01717,cloud,1.038,0.855,0.136,4,False
E_QUBO_35382,N01556,N01717,privilege,2.754,0.77,0.441,4,False
E_QUBO_35383,N01736,N01717,privilege,1.122,0.524,0.338,9,False
E_QUBO_35384,N01501,N01700,cloud,2.727,0.948,0.195,0,False
E_QUBO_35385,N01501,N01517,privilege,1.727,0.266,0.308,3,True
E_QUBO_35386,N01501,N01573,privilege,1.271,0.48,0.758,10,False
E_QUBO_35387,N01501,N01683,config,2.249,0.796,0.594,4,False
E_QUBO_35388,N01501,N01560,network,2.466,0.84,0.253,1,False
E_QUBO_35389,N01700,N01532,auth,1.992,0.68,0.531,3,False
E_QUBO_35390,N01700,N01542,config,2.694,0.405,0.099,0,False
E_QUBO_35391,N01517,N01532,privilege,2.77,0.904,0.793,4,False
E_QUBO_35392,N01517,N01542,auth,0.691,0.557,0.135,3,False
E_QUBO_35393,N01573,N01532,auth,2.233,0.818,0.497,0,False
E_QUBO_35394,N01573,N01542,auth,1.323,0.158,0.712,0,False
E_QUBO_35395,N01683,N01532,cloud,0.565,0.141,0.211,4,False
E_QUBO_35396,N01683,N01542,config,2.956,0.682,0.429,1,False
E_QUBO_35397,N01560,N01532,network,1.086,0.914,0.898,1,False
E_QUBO_35398,N01560,N01542,network,2.911,0.249,0.057,3,False
E_QUBO_35399,N01532,N01728,auth,2.028,0.441,0.604,3,False
E_QUBO_35400,N01532,N01607,privilege,0.894,0.325,0.883,10,False
E_QUBO_35401,N01532,N01722,auth,2.77,0.624,0.632,1,False
E_QUBO_35402,N01542,N01728,privilege,0.567,0.078,0.442,5,False
E_QUBO_35403,N01542,N01607,privilege,1.712,0.508,0.068,6,False
E_QUBO_35404,N01542,N01722,cloud,1.274,0.82,0.404,4,False
E_QUBO_35405,N01728,N01577,auth,0.7,0.199,0.681,1,False
E_QUBO_35406,N01728,N01620,cloud,1.435,0.197,0.064,0,False
E_QUBO_35407,N01728,N01574,config,2.882,0.783,0.082,1,False
E_QUBO_35408,N01728,N01556,auth,1.238,0.832,0.507,1,True
E_QUBO_35409,N01728,N01736,privilege,1.088,0.757,0.574,3,False
E_QUBO_35410,N01607,N01577,privilege,1.859,0.517,0.661,8,False
E_QUBO_35411,N01607,N01620,network,0.718,0.518,0.741,0,False
E_QUBO_35412,N01607,N01574,cloud,0.762,0.636,0.215,4,False
E_QUBO_35413,N01607,N01556,auth,0.603,0.912,0.899,0,False
E_QUBO_35414,N01607,N01736,cloud,1.312,0.569,0.774,0,False
E_QUBO_35415,N01722,N01577,config,2.366,0.698,0.311,4,False
E_QUBO_35416,N01722,N01620,network,1.514,0.711,0.732,3,False
E_QUBO_35417,N01722,N01574,cloud,0.819,0.939,0.581,1,False
E_QUBO_35418,N01722,N01556,privilege,1.82,0.455,0.592,9,False
E_QUBO_35419,N01722,N01736,config,1.355,0.627,0.213,0,False
E_QUBO_35420,N01577,N01730,privilege,1.464,0.705,0.791,7,False
E_QUBO_35421,N01620,N01730,network,2.124,0.1,0.311,2,False
E_QUBO_35422,N01574,N01730,auth,2.384,0.326,0.71,3,False
E_QUBO_35423,N01556,N01730,config,2.802,0.793,0.494,4,False
E_QUBO_35424,N01736,N01730,cloud,0.67,0.463,0.887,2,False
E_QUBO_35425,N01501,N01700,network,2.834,0.749,0.541,1,False
E_QUBO_35426,N01501,N01517,config,1.317,0.322,0.848,4,False
E_QUBO_35427,N01501,N01573,auth,1.698,0.279,0.231,2,False
E_QUBO_35428,N01501,N01683,cloud,2.04,0.392,0.71,4,False
E_QUBO_35429,N01501,N01560,cloud,1.499,0.56,0.838,0,False
E_QUBO_35430,N01700,N01532,privilege,0.66,0.852,0.731,8,False
E_QUBO_35431,N01700,N01542,cloud,1.645,0.889,0.84,0,False
E_QUBO_35432,N01517,N01532,auth,1.569,0.159,0.236,2,False
E_QUBO_35433,N01517,N01542,network,1.264,0.157,0.319,0,False
E_QUBO_35434,N01573,N01532,network,2.106,0.312,0.46,3,True
E_QUBO_35435,N01573,N01542,auth,0.648,0.938,0.071,4,False
E_QUBO_35436,N01683,N01532,privilege,0.944,0.798,0.59,6,False
E_QUBO_35437,N01683,N01542,cloud,0.608,0.521,0.838,2,False
E_QUBO_35438,N01560,N01532,config,2.906,0.841,0.255,4,False
E_QUBO_35439,N01560,N01542,config,0.924,0.448,0.706,3,False
E_QUBO_35440,N01532,N01728,network,2.862,0.239,0.361,0,False
E_QUBO_35441,N01532,N01607,config,2.014,0.732,0.57,2,False
E_QUBO_35442,N01532,N01722,config,0.624,0.831,0.511,0,False
E_QUBO_35443,N01542,N01728,auth,2.222,0.861,0.207,4,False
E_QUBO_35444,N01542,N01607,privilege,1.491,0.785,0.118,5,False
E_QUBO_35445,N01542,N01722,network,2.759,0.226,0.415,4,False
E_QUBO_35446,N01728,N01577,auth,2.422,0.263,0.593,4,False
E_QUBO_35447,N01728,N01620,cloud,0.629,0.137,0.861,3,False
E_QUBO_35448,N01728,N01574,privilege,1.926,0.286,0.711,7,False
E_QUBO_35449,N01728,N01556,auth,1.573,0.584,0.418,2,False
E_QUBO_35450,N01728,N01736,auth,2.426,0.542,0.17,4,False
E_QUBO_35451,N01607,N01577,auth,1.872,0.227,0.457,1,False
E_QUBO_35452,N01607,N01620,cloud,2.221,0.816,0.808,0,False
E_QUBO_35453,N01607,N01574,privilege,1.954,0.687,0.174,5,False
E_QUBO_35454,N01607,N01556,config,2.99,0.527,0.292,4,False
E_QUBO_35455,N01607,N01736,cloud,1.626,0.552,0.419,4,False
E_QUBO_35456,N01722,N01577,cloud,1.373,0.16,0.462,2,False
E_QUBO_35457,N01722,N01620,config,1.563,0.222,0.691,2,False
E_QUBO_35458,N01722,N01574,privilege,2.537,0.539,0.519,4,False
E_QUBO_35459,N01722,N01556,privilege,1.828,0.56,0.659,7,False
E_QUBO_35460,N01722,N01736,privilege,0.886,0.607,0.735,10,False
E_QUBO_35461,N01577,N01738,config,2.388,0.218,0.841,4,False
E_QUBO_35462,N01620,N01738,auth,1.327,0.357,0.466,4,False
E_QUBO_35463,N01574,N01738,config,0.967,0.359,0.669,3,False
E_QUBO_35464,N01556,N01738,network,1.308,0.371,0.765,2,False
E_QUBO_35465,N01736,N01738,privilege,1.246,0.115,0.809,4,False
E_QUBO_35466,N01539,N01700,auth,2.028,0.156,0.473,2,False
E_QUBO_35467,N01539,N01517,privilege,2.472,0.749,0.737,6,False
E_QUBO_35468,N01539,N01573,config,1.977,0.506,0.267,3,False
E_QUBO_35469,N01539,N01683,config,1.099,0.068,0.74,4,False
E_QUBO_35470,N01539,N01560,auth,2.944,0.703,0.738,2,False
E_QUBO_35471,N01700,N01532,network,2.64,0.23,0.128,2,False
E_QUBO_35472,N01700,N01542,auth,1.999,0.169,0.216,4,False
E_QUBO_35473,N01517,N01532,privilege,0.671,0.665,0.621,3,False
E_QUBO_35474,N01517,N01542,auth,2.255,0.416,0.425,4,False
E_QUBO_35475,N01573,N01532,config,2.181,0.075,0.436,3,False
E_QUBO_35476,N01573,N01542,privilege,1.982,0.648,0.222,3,False
E_QUBO_35477,N01683,N01532,privilege,1.779,0.128,0.386,6,False
E_QUBO_35478,N01683,N01542,network,0.839,0.238,0.275,2,False
E_QUBO_35479,N01560,N01532,auth,2.806,0.783,0.897,0,False
E_QUBO_35480,N01560,N01542,network,1.7,0.479,0.182,4,False
E_QUBO_35481,N01532,N01728,config,2.841,0.776,0.555,1,False
E_QUBO_35482,N01532,N01607,cloud,2.001,0.451,0.792,3,False
E_QUBO_35483,N01532,N01722,network,1.809,0.909,0.279,1,False
E_QUBO_35484,N01542,N01728,cloud,0.592,0.061,0.638,3,False
E_QUBO_35485,N01542,N01607,auth,1.558,0.826,0.079,1,False
E_QUBO_35486,N01542,N01722,privilege,0.655,0.168,0.126,5,False
E_QUBO_35487,N01728,N01577,privilege,2.342,0.737,0.771,3,False
E_QUBO_35488,N01728,N01620,config,2.241,0.277,0.671,1,False
E_QUBO_35489,N01728,N01574,auth,1.317,0.651,0.165,3,False
E_QUBO_35490,N01728,N01556,privilege,2.012,0.614,0.476,8,False
E_QUBO_35491,N01728,N01736,config,1.896,0.135,0.502,0,False
E_QUBO_35492,N01607,N01577,privilege,1.978,0.588,0.656,9,False
E_QUBO_35493,N01607,N01620,auth,2.058,0.113,0.513,0,False
E_QUBO_35494,N01607,N01574,privilege,0.975,0.069,0.251,6,False
E_QUBO_35495,N01607,N01556,privilege,2.275,0.848,0.264,4,False
E_QUBO_35496,N01607,N01736,auth,1.533,0.629,0.135,4,False
E_QUBO_35497,N01722,N01577,privilege,2.458,0.692,0.574,8,False
E_QUBO_35498,N01722,N01620,config,2.115,0.522,0.609,1,False
E_QUBO_35499,N01722,N01574,auth,2.442,0.176,0.156,2,False
E_QUBO_35500,N01722,N01556,cloud,1.82,0.162,0.441,2,False
E_QUBO_35501,N01722,N01736,config,2.221,0.103,0.2,0,False
E_QUBO_35502,N01577,N01503,config,1.568,0.491,0.361,1,False
E_QUBO_35503,N01620,N01503,auth,2.888,0.895,0.739,0,False
E_QUBO_35504,N01574,N01503,privilege,2.647,0.733,0.698,10,False
E_QUBO_35505,N01556,N01503,privilege,1.757,0.487,0.579,9,False
E_QUBO_35506,N01736,N01503,cloud,2.041,0.389,0.581,2,False
E_QUBO_35507,N01539,N01700,auth,1.126,0.336,0.518,0,False
E_QUBO_35508,N01539,N01517,auth,0.759,0.741,0.223,0,False
E_QUBO_35509,N01539,N01573,privilege,2.507,0.575,0.237,4,False
E_QUBO_35510,N01539,N01683,privilege,2.681,0.643,0.752,5,False
E_QUBO_35511,N01539,N01560,cloud,1.243,0.622,0.369,4,False
E_QUBO_35512,N01700,N01532,network,1.298,0.498,0.11,2,False
E_QUBO_35513,N01700,N01542,privilege,2.99,0.65,0.619,9,False
E_QUBO_35514,N01517,N01532,network,1.579,0.13,0.883,4,False
E_QUBO_35515,N01517,N01542,cloud,1.694,0.412,0.629,3,False
E_QUBO_35516,N01573,N01532,cloud,1.904,0.862,0.365,1,False
E_QUBO_35517,N01573,N01542,privilege,1.136,0.322,0.645,9,False
E_QUBO_35518,N01683,N01532,config,1.734,0.256,0.742,0,False
E_QUBO_35519,N01683,N01542,auth,1.395,0.939,0.879,3,False
E_QUBO_35520,N01560,N01532,config,1.266,0.818,0.529,0,False
E_QUBO_35521,N01560,N01542,auth,0.52,0.411,0.535,3,False
E_QUBO_35522,N01532,N01728,network,1.548,0.35,0.793,4,False
E_QUBO_35523,N01532,N01607,config,0.958,0.15,0.231,2,False
E_QUBO_35524,N01532,N01722,auth,0.67,0.437,0.677,4,False
E_QUBO_35525,N01542,N01728,cloud,0.974,0.47,0.297,1,False
E_QUBO_35526,N01542,N01607,cloud,1.133,0.117,0.42,1,False
E_QUBO_35527,N01542,N01722,privilege,2.313,0.933,0.55,2,False
E_QUBO_35528,N01728,N01577,cloud,0.844,0.256,0.206,0,False
E_QUBO_35529,N01728,N01620,network,0.611,0.399,0.113,1,False
E_QUBO_35530,N01728,N01574,auth,1.92,0.726,0.342,0,False
E_QUBO_35531,N01728,N01556,privilege,1.919,0.114,0.182,6,False
E_QUBO_35532,N01728,N01736,privilege,2.006,0.563,0.537,6,False
E_QUBO_35533,N01607,N01577,auth,2.595,0.148,0.788,0,False
E_QUBO_35534,N01607,N01620,config,0.64,0.764,0.417,0,False
