role_id,provider,privilege_level,description,privilege_score
CR01316,GCP,read_only,Limited read-only access to cloud resources.,1
CR01317,Azure,read_only,Limited read-only access to cloud resources.,2
CR01318,AWS,tenant_admin,Full administrative access within a specific tenant.,10
CR01319,GCP,developer,Developer-level access to compute and storage APIs.,4
CR01320,Oracle,tech_user,Basic operational access for assigned services.,3
CR01321,GCP,developer,Developer-level access to compute and storage APIs.,3
CR01322,AWS,read_only,Limited read-only access to cloud resources.,1
CR01323,Azure,tech_user,Basic operational access for assigned services.,3
CR01324,AWS,tenant_admin,Full administrative access within a specific tenant.,8
CR01325,Azure,tech_user,Basic operational access for assigned services.,3
CR01326,AWS,read_only,Limited read-only access to cloud resources.,1
CR01327,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,8
CR01328,Azure,tenant_admin,Full administrative access within a specific tenant.,9
CR01329,Oracle,security_engineer,Access to security monitoring and policy configuration.,5
CR01330,Oracle,cloud_super_admin,Global privileged control across provider resources.,11
CR01331,Azure,security_engineer,Access to security monitoring and policy configuration.,5
CR01332,AWS,system_admin,High-privilege system-level access.,8
CR01333,AWS,tech_user,Basic operational access for assigned services.,2
CR01334,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01335,Azure,security_engineer,Access to security monitoring and policy configuration.,5
CR01336,AWS,security_engineer,Access to security monitoring and policy configuration.,6
CR01337,Azure,system_admin,High-privilege system-level access.,7
CR01338,DigitalOcean,read_only,Limited read-only access to cloud resources.,1
CR01339,Oracle,security_engineer,Access to security monitoring and policy configuration.,5
CR01340,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,9
CR01341,Oracle,system_admin,High-privilege system-level access.,8
CR01342,AWS,system_admin,High-privilege system-level access.,7
CR01343,Azure,system_admin,High-privilege system-level access.,9
CR01344,Oracle,read_only,Limited read-only access to cloud resources.,1
CR01345,GCP,security_engineer,Access to security monitoring and policy configuration.,5
CR01346,Azure,read_only,Limited read-only access to cloud resources.,2
CR01347,AWS,tech_user,Basic operational access for assigned services.,3
CR01348,GCP,system_admin,High-privilege system-level access.,7
CR01349,AWS,cloud_super_admin,Global privileged control across provider resources.,11
CR01350,Oracle,security_engineer,Access to security monitoring and policy configuration.,7
CR01351,GCP,security_engineer,Access to security monitoring and policy configuration.,6
CR01352,DigitalOcean,tech_user,Basic operational access for assigned services.,3
CR01353,GCP,tech_user,Basic operational access for assigned services.,2
CR01354,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,12
CR01355,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,6
CR01356,Oracle,developer,Developer-level access to compute and storage APIs.,4
CR01357,Oracle,tenant_admin,Full administrative access within a specific tenant.,8
CR01358,Oracle,developer,Developer-level access to compute and storage APIs.,4
CR01359,GCP,tenant_admin,Full administrative access within a specific tenant.,9
CR01360,AWS,developer,Developer-level access to compute and storage APIs.,3
CR01361,GCP,tenant_admin,Full administrative access within a specific tenant.,9
CR01362,AWS,security_engineer,Access to security monitoring and policy configuration.,7
CR01363,DigitalOcean,developer,Developer-level access to compute and storage APIs.,3
CR01364,AWS,system_admin,High-privilege system-level access.,9
CR01365,Azure,system_admin,High-privilege system-level access.,7
CR01366,Azure,system_admin,High-privilege system-level access.,8
CR01367,Azure,developer,Developer-level access to compute and storage APIs.,4
CR01368,Oracle,tech_user,Basic operational access for assigned services.,3
CR01369,AWS,read_only,Limited read-only access to cloud resources.,1
CR01370,AWS,developer,Developer-level access to compute and storage APIs.,3
CR01371,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,12
CR01372,Oracle,cloud_super_admin,Global privileged control across provider resources.,10
CR01373,DigitalOcean,tech_user,Basic operational access for assigned services.,2
CR01374,Oracle,tech_user,Basic operational access for assigned services.,2
CR01375,GCP,tech_user,Basic operational access for assigned services.,2
CR01376,GCP,cloud_super_admin,Global privileged control across provider resources.,10
CR01377,AWS,security_engineer,Access to security monitoring and policy configuration.,7
CR01378,DigitalOcean,developer,Developer-level access to compute and storage APIs.,3
CR01379,GCP,security_engineer,Access to security monitoring and policy configuration.,7
CR01380,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,10
CR01381,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01382,GCP,tenant_admin,Full administrative access within a specific tenant.,10
CR01383,Oracle,tenant_admin,Full administrative access within a specific tenant.,10
CR01384,AWS,system_admin,High-privilege system-level access.,7
CR01385,DigitalOcean,read_only,Limited read-only access to cloud resources.,1
CR01386,Azure,developer,Developer-level access to compute and storage APIs.,4
CR01387,Oracle,read_only,Limited read-only access to cloud resources.,2
CR01388,Oracle,tenant_admin,Full administrative access within a specific tenant.,8
CR01389,GCP,cloud_super_admin,Global privileged control across provider resources.,10
CR01390,Azure,cloud_super_admin,Global privileged control across provider resources.,11
CR01391,Oracle,tenant_admin,Full administrative access within a specific tenant.,9
CR01392,Azure,security_engineer,Access to security monitoring and policy configuration.,5
CR01393,Oracle,cloud_super_admin,Global privileged control across provider resources.,12
CR01394,Azure,system_admin,High-privilege system-level access.,9
CR01395,AWS,tech_user,Basic operational access for assigned services.,3
CR01396,Azure,tenant_admin,Full administrative access within a specific tenant.,8
CR01397,Azure,tenant_admin,Full administrative access within a specific tenant.,8
CR01398,Oracle,security_engineer,Access to security monitoring and policy configuration.,5
CR01399,AWS,developer,Developer-level access to compute and storage APIs.,4
CR01400,Azure,tenant_admin,Full administrative access within a specific tenant.,8
CR01401,GCP,security_engineer,Access to security monitoring and policy configuration.,6
CR01402,AWS,read_only,Limited read-only access to cloud resources.,2
CR01403,Azure,read_only,Limited read-only access to cloud resources.,2
CR01404,AWS,tenant_admin,Full administrative access within a specific tenant.,8
CR01405,GCP,tech_user,Basic operational access for assigned services.,2
CR01406,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01407,GCP,tech_user,Basic operational access for assigned services.,2
CR01408,GCP,tech_user,Basic operational access for assigned services.,3
CR01409,Oracle,cloud_super_admin,Global privileged control across provider resources.,11
CR01410,GCP,tech_user,Basic operational access for assigned services.,2
CR01411,DigitalOcean,read_only,Limited read-only access to cloud resources.,1
CR01412,DigitalOcean,developer,Developer-level access to compute and storage APIs.,5
CR01413,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,10
CR01414,GCP,tenant_admin,Full administrative access within a specific tenant.,8
CR01415,Azure,tenant_admin,Full administrative access within a specific tenant.,8
CR01416,GCP,security_engineer,Access to security monitoring and policy configuration.,6
CR01417,Azure,developer,Developer-level access to compute and storage APIs.,4
CR01418,Azure,tenant_admin,Full administrative access within a specific tenant.,10
CR01419,DigitalOcean,tech_user,Basic operational access for assigned services.,3
CR01420,GCP,developer,Developer-level access to compute and storage APIs.,5
CR01421,AWS,developer,Developer-level access to compute and storage APIs.,3
CR01422,Azure,tech_user,Basic operational access for assigned services.,3
CR01423,Azure,developer,Developer-level access to compute and storage APIs.,3
CR01424,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,10
CR01425,GCP,read_only,Limited read-only access to cloud resources.,1
CR01426,GCP,system_admin,High-privilege system-level access.,7
CR01427,AWS,cloud_super_admin,Global privileged control across provider resources.,12
CR01428,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,6
CR01429,Azure,developer,Developer-level access to compute and storage APIs.,3
CR01430,GCP,developer,Developer-level access to compute and storage APIs.,5
CR01431,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,10
CR01432,Azure,developer,Developer-level access to compute and storage APIs.,3
CR01433,AWS,security_engineer,Access to security monitoring and policy configuration.,6
CR01434,Oracle,developer,Developer-level access to compute and storage APIs.,5
CR01435,Oracle,cloud_super_admin,Global privileged control across provider resources.,12
CR01436,DigitalOcean,system_admin,High-privilege system-level access.,9
CR01437,GCP,read_only,Limited read-only access to cloud resources.,1
CR01438,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,10
CR01439,GCP,tenant_admin,Full administrative access within a specific tenant.,10
CR01440,AWS,read_only,Limited read-only access to cloud resources.,2
CR01441,Azure,developer,Developer-level access to compute and storage APIs.,3
CR01442,AWS,cloud_super_admin,Global privileged control across provider resources.,10
CR01443,Oracle,system_admin,High-privilege system-level access.,8
CR01444,Azure,system_admin,High-privilege system-level access.,8
CR01445,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,10
CR01446,GCP,tenant_admin,Full administrative access within a specific tenant.,9
CR01447,AWS,security_engineer,Access to security monitoring and policy configuration.,6
CR01448,DigitalOcean,developer,Developer-level access to compute and storage APIs.,5
CR01449,Oracle,security_engineer,Access to security monitoring and policy configuration.,7
CR01450,AWS,security_engineer,Access to security monitoring and policy configuration.,5
CR01451,GCP,cloud_super_admin,Global privileged control across provider resources.,11
CR01452,DigitalOcean,system_admin,High-privilege system-level access.,9
CR01453,AWS,tech_user,Basic operational access for assigned services.,3
CR01454,Oracle,security_engineer,Access to security monitoring and policy configuration.,6
CR01455,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,8
CR01456,AWS,tenant_admin,Full administrative access within a specific tenant.,10
CR01457,Oracle,cloud_super_admin,Global privileged control across provider resources.,10
CR01458,Oracle,cloud_super_admin,Global privileged control across provider resources.,10
CR01459,GCP,tenant_admin,Full administrative access within a specific tenant.,10
CR01460,GCP,cloud_super_admin,Global privileged control across provider resources.,11
CR01461,DigitalOcean,developer,Developer-level access to compute and storage APIs.,5
CR01462,GCP,system_admin,High-privilege system-level access.,7
CR01463,AWS,developer,Developer-level access to compute and storage APIs.,5
CR01464,Oracle,cloud_super_admin,Global privileged control across provider resources.,10
CR01465,DigitalOcean,tech_user,Basic operational access for assigned services.,3
CR01466,GCP,developer,Developer-level access to compute and storage APIs.,4
CR01467,Oracle,developer,Developer-level access to compute and storage APIs.,4
CR01468,GCP,developer,Developer-level access to compute and storage APIs.,4
CR01469,Oracle,cloud_super_admin,Global privileged control across provider resources.,12
CR01470,Azure,cloud_super_admin,Global privileged control across provider resources.,12
CR01471,Oracle,read_only,Limited read-only access to cloud resources.,2
CR01472,Azure,tech_user,Basic operational access for assigned services.,2
CR01473,DigitalOcean,system_admin,High-privilege system-level access.,7
CR01474,Azure,developer,Developer-level access to compute and storage APIs.,3
CR01475,Oracle,system_admin,High-privilege system-level access.,7
CR01476,AWS,system_admin,High-privilege system-level access.,8
CR01477,Oracle,read_only,Limited read-only access to cloud resources.,2
CR01478,Oracle,developer,Developer-level access to compute and storage APIs.,5
CR01479,AWS,cloud_super_admin,Global privileged control across provider resources.,10
CR01480,GCP,security_engineer,Access to security monitoring and policy configuration.,5
CR01481,Azure,developer,Developer-level access to compute and storage APIs.,3
CR01482,Azure,security_engineer,Access to security monitoring and policy configuration.,7
CR01483,AWS,cloud_super_admin,Global privileged control across provider resources.,11
CR01484,DigitalOcean,tech_user,Basic operational access for assigned services.,3
CR01485,AWS,read_only,Limited read-only access to cloud resources.,2
CR01486,Azure,developer,Developer-level access to compute and storage APIs.,4
CR01487,Oracle,tenant_admin,Full administrative access within a specific tenant.,8
CR01488,Oracle,system_admin,High-privilege system-level access.,7
CR01489,DigitalOcean,tech_user,Basic operational access for assigned services.,3
CR01490,AWS,security_engineer,Access to security monitoring and policy configuration.,5
CR01491,DigitalOcean,system_admin,High-privilege system-level access.,9
CR01492,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,9
CR01493,Azure,read_only,Limited read-only access to cloud resources.,2
CR01494,AWS,tech_user,Basic operational access for assigned services.,2
CR01495,GCP,system_admin,High-privilege system-level access.,9
CR01496,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,8
CR01497,GCP,tenant_admin,Full administrative access within a specific tenant.,9
CR01498,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01499,Azure,tenant_admin,Full administrative access within a specific tenant.,9
CR01500,Azure,read_only,Limited read-only access to cloud resources.,1
CR01501,Azure,tech_user,Basic operational access for assigned services.,2
CR01502,GCP,developer,Developer-level access to compute and storage APIs.,5
CR01503,Azure,tenant_admin,Full administrative access within a specific tenant.,10
CR01504,AWS,developer,Developer-level access to compute and storage APIs.,3
CR01505,DigitalOcean,tech_user,Basic operational access for assigned services.,2
CR01506,GCP,read_only,Limited read-only access to cloud resources.,1
CR01507,DigitalOcean,tech_user,Basic operational access for assigned services.,2
CR01508,Azure,system_admin,High-privilege system-level access.,7
CR01509,Azure,tenant_admin,Full administrative access within a specific tenant.,9
CR01510,DigitalOcean,read_only,Limited read-only access to cloud resources.,1
CR01511,AWS,system_admin,High-privilege system-level access.,7
CR01512,Oracle,tech_user,Basic operational access for assigned services.,3
CR01513,AWS,tech_user,Basic operational access for assigned services.,2
CR01514,GCP,system_admin,High-privilege system-level access.,8
CR01515,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01516,GCP,cloud_super_admin,Global privileged control across provider resources.,10
CR01517,Azure,security_engineer,Access to security monitoring and policy configuration.,7
CR01518,Azure,tenant_admin,Full administrative access within a specific tenant.,9
CR01519,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,11
CR01520,Oracle,read_only,Limited read-only access to cloud resources.,1
CR01521,GCP,tenant_admin,Full administrative access within a specific tenant.,10
CR01522,DigitalOcean,read_only,Limited read-only access to cloud resources.,1
CR01523,Azure,tenant_admin,Full administrative access within a specific tenant.,9
CR01524,DigitalOcean,system_admin,High-privilege system-level access.,8
CR01525,AWS,cloud_super_admin,Global privileged control across provider resources.,12
CR01526,Oracle,tenant_admin,Full administrative access within a specific tenant.,10
CR01527,AWS,read_only,Limited read-only access to cloud resources.,1
CR01528,AWS,read_only,Limited read-only access to cloud resources.,2
CR01529,Azure,security_engineer,Access to security monitoring and policy configuration.,5
CR01530,Oracle,system_admin,High-privilege system-level access.,8
CR01531,Oracle,tenant_admin,Full administrative access within a specific tenant.,9
CR01532,GCP,read_only,Limited read-only access to cloud resources.,1
CR01533,AWS,cloud_super_admin,Global privileged control across provider resources.,12
CR01534,AWS,cloud_super_admin,Global privileged control across provider resources.,11
CR01535,Oracle,developer,Developer-level access to compute and storage APIs.,3
CR01536,Azure,tenant_admin,Full administrative access within a specific tenant.,9
CR01537,Azure,system_admin,High-privilege system-level access.,8
CR01538,Azure,read_only,Limited read-only access to cloud resources.,1
CR01539,Oracle,tenant_admin,Full administrative access within a specific tenant.,9
CR01540,Azure,developer,Developer-level access to compute and storage APIs.,5
CR01541,Oracle,cloud_super_admin,Global privileged control across provider resources.,10
CR01542,Azure,tech_user,Basic operational access for assigned services.,3
CR01543,Oracle,tech_user,Basic operational access for assigned services.,3
CR01544,GCP,read_only,Limited read-only access to cloud resources.,1
CR01545,Azure,tenant_admin,Full administrative access within a specific tenant.,8
CR01546,GCP,system_admin,High-privilege system-level access.,9
CR01547,GCP,system_admin,High-privilege system-level access.,7
CR01548,GCP,tenant_admin,Full administrative access within a specific tenant.,10
CR01549,GCP,cloud_super_admin,Global privileged control across provider resources.,11
CR01550,Azure,tech_user,Basic operational access for assigned services.,2
CR01551,GCP,tenant_admin,Full administrative access within a specific tenant.,8
CR01552,Oracle,developer,Developer-level access to compute and storage APIs.,3
CR01553,GCP,read_only,Limited read-only access to cloud resources.,1
CR01554,GCP,developer,Developer-level access to compute and storage APIs.,5
CR01555,GCP,tech_user,Basic operational access for assigned services.,3
CR01556,GCP,tech_user,Basic operational access for assigned services.,3
CR01557,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,12
CR01558,Azure,read_only,Limited read-only access to cloud resources.,2
CR01559,GCP,tenant_admin,Full administrative access within a specific tenant.,10
CR01560,AWS,tech_user,Basic operational access for assigned services.,2
CR01561,AWS,cloud_super_admin,Global privileged control across provider resources.,12
CR01562,AWS,system_admin,High-privilege system-level access.,8
CR01563,Azure,developer,Developer-level access to compute and storage APIs.,3
CR01564,Azure,tech_user,Basic operational access for assigned services.,3
CR01565,GCP,developer,Developer-level access to compute and storage APIs.,5
CR01566,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01567,GCP,cloud_super_admin,Global privileged control across provider resources.,11
CR01568,AWS,security_engineer,Access to security monitoring and policy configuration.,7
CR01569,Oracle,tenant_admin,Full administrative access within a specific tenant.,10
CR01570,GCP,security_engineer,Access to security monitoring and policy configuration.,7
CR01571,Oracle,tenant_admin,Full administrative access within a specific tenant.,9
CR01572,Oracle,system_admin,High-privilege system-level access.,7
CR01573,AWS,read_only,Limited read-only access to cloud resources.,2
CR01574,Azure,read_only,Limited read-only access to cloud resources.,1
CR01575,AWS,tenant_admin,Full administrative access within a specific tenant.,9
CR01576,AWS,developer,Developer-level access to compute and storage APIs.,5
CR01577,DigitalOcean,tech_user,Basic operational access for assigned services.,3
CR01578,Oracle,system_admin,High-privilege system-level access.,7
CR01579,Azure,developer,Developer-level access to compute and storage APIs.,3
CR01580,Azure,tenant_admin,Full administrative access within a specific tenant.,8
CR01581,Oracle,system_admin,High-privilege system-level access.,7
CR01582,GCP,system_admin,High-privilege system-level access.,9
CR01583,AWS,security_engineer,Access to security monitoring and policy configuration.,6
CR01584,DigitalOcean,system_admin,High-privilege system-level access.,7
CR01585,DigitalOcean,system_admin,High-privilege system-level access.,8
CR01586,Azure,developer,Developer-level access to compute and storage APIs.,4
CR01587,AWS,system_admin,High-privilege system-level access.,9
CR01588,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,10
CR01589,AWS,read_only,Limited read-only access to cloud resources.,2
CR01590,Azure,cloud_super_admin,Global privileged control across provider resources.,12
CR01591,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,6
CR01592,Oracle,security_engineer,Access to security monitoring and policy configuration.,7
CR01593,AWS,read_only,Limited read-only access to cloud resources.,2
CR01594,Azure,tech_user,Basic operational access for assigned services.,2
CR01595,GCP,developer,Developer-level access to compute and storage APIs.,4
CR01596,Oracle,system_admin,High-privilege system-level access.,8
CR01597,AWS,system_admin,High-privilege system-level access.,8
CR01598,Azure,tech_user,Basic operational access for assigned services.,2
CR01599,DigitalOcean,tech_user,Basic operational access for assigned services.,3
CR01600,AWS,tenant_admin,Full administrative access within a specific tenant.,10
CR01601,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,9
CR01602,Azure,tech_user,Basic operational access for assigned services.,3
CR01603,GCP,tech_user,Basic operational access for assigned services.,2
CR01604,DigitalOcean,system_admin,High-privilege system-level access.,7
CR01605,Azure,developer,Developer-level access to compute and storage APIs.,5
CR01606,Azure,read_only,Limited read-only access to cloud resources.,1
CR01607,Oracle,system_admin,High-privilege system-level access.,7
CR01608,AWS,cloud_super_admin,Global privileged control across provider resources.,10
CR01609,Azure,tenant_admin,Full administrative access within a specific tenant.,10
CR01610,Azure,tech_user,Basic operational access for assigned services.,3
CR01611,AWS,read_only,Limited read-only access to cloud resources.,2
CR01612,DigitalOcean,developer,Developer-level access to compute and storage APIs.,5
CR01613,AWS,tenant_admin,Full administrative access within a specific tenant.,8
CR01614,Oracle,developer,Developer-level access to compute and storage APIs.,4
CR01615,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,12
CR01616,DigitalOcean,developer,Developer-level access to compute and storage APIs.,4
CR01617,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,9
CR01618,Azure,security_engineer,Access to security monitoring and policy configuration.,6
CR01619,AWS,tech_user,Basic operational access for assigned services.,2
CR01620,GCP,cloud_super_admin,Global privileged control across provider resources.,12
CR01621,DigitalOcean,system_admin,High-privilege system-level access.,7
CR01622,AWS,security_engineer,Access to security monitoring and policy configuration.,6
CR01623,Oracle,developer,Developer-level access to compute and storage APIs.,5
CR01624,AWS,read_only,Limited read-only access to cloud resources.,2
CR01625,GCP,security_engineer,Access to security monitoring and policy configuration.,5
CR01626,Azure,tenant_admin,Full administrative access within a specific tenant.,9
CR01627,Azure,tenant_admin,Full administrative access within a specific tenant.,8
CR01628,Oracle,tech_user,Basic operational access for assigned services.,2
CR01629,AWS,security_engineer,Access to security monitoring and policy configuration.,6
CR01630,AWS,security_engineer,Access to security monitoring and policy configuration.,7
CR01631,GCP,read_only,Limited read-only access to cloud resources.,1
CR01632,DigitalOcean,developer,Developer-level access to compute and storage APIs.,3
CR01633,AWS,cloud_super_admin,Global privileged control across provider resources.,10
CR01634,GCP,developer,Developer-level access to compute and storage APIs.,5
CR01635,GCP,read_only,Limited read-only access to cloud resources.,2
CR01636,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,10
CR01637,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01638,AWS,developer,Developer-level access to compute and storage APIs.,5
CR01639,GCP,tenant_admin,Full administrative access within a specific tenant.,10
CR01640,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01641,AWS,cloud_super_admin,Global privileged control across provider resources.,10
CR01642,Oracle,read_only,Limited read-only access to cloud resources.,2
CR01643,Azure,system_admin,High-privilege system-level access.,7
CR01644,AWS,security_engineer,Access to security monitoring and policy configuration.,6
CR01645,GCP,read_only,Limited read-only access to cloud resources.,1
CR01646,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,11
CR01647,Oracle,read_only,Limited read-only access to cloud resources.,1
CR01648,Oracle,security_engineer,Access to security monitoring and policy configuration.,7
CR01649,DigitalOcean,read_only,Limited read-only access to cloud resources.,1
CR01650,Azure,security_engineer,Access to security monitoring and policy configuration.,5
CR01651,AWS,tenant_admin,Full administrative access within a specific tenant.,8
CR01652,Oracle,tenant_admin,Full administrative access within a specific tenant.,8
CR01653,GCP,tenant_admin,Full administrative access within a specific tenant.,10
CR01654,AWS,read_only,Limited read-only access to cloud resources.,1
CR01655,Azure,developer,Developer-level access to compute and storage APIs.,5
CR01656,Oracle,tenant_admin,Full administrative access within a specific tenant.,10
CR01657,Oracle,tech_user,Basic operational access for assigned services.,3
CR01658,GCP,system_admin,High-privilege system-level access.,7
CR01659,AWS,system_admin,High-privilege system-level access.,7
CR01660,Oracle,system_admin,High-privilege system-level access.,9
CR01661,GCP,system_admin,High-privilege system-level access.,7
CR01662,GCP,tenant_admin,Full administrative access within a specific tenant.,9
CR01663,Azure,tech_user,Basic operational access for assigned services.,3
CR01664,GCP,tenant_admin,Full administrative access within a specific tenant.,9
CR01665,AWS,security_engineer,Access to security monitoring and policy configuration.,5
CR01666,AWS,cloud_super_admin,Global privileged control across provider resources.,10
CR01667,GCP,tech_user,Basic operational access for assigned services.,2
CR01668,Oracle,developer,Developer-level access to compute and storage APIs.,3
CR01669,GCP,developer,Developer-level access to compute and storage APIs.,3
CR01670,DigitalOcean,tech_user,Basic operational access for assigned services.,3
CR01671,DigitalOcean,developer,Developer-level access to compute and storage APIs.,4
CR01672,AWS,developer,Developer-level access to compute and storage APIs.,4
CR01673,DigitalOcean,tech_user,Basic operational access for assigned services.,2
CR01674,Azure,tech_user,Basic operational access for assigned services.,2
CR01675,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,12
CR01676,DigitalOcean,developer,Developer-level access to compute and storage APIs.,5
CR01677,DigitalOcean,tech_user,Basic operational access for assigned services.,3
CR01678,Azure,system_admin,High-privilege system-level access.,7
CR01679,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01680,GCP,cloud_super_admin,Global privileged control across provider resources.,12
CR01681,GCP,system_admin,High-privilege system-level access.,7
CR01682,Oracle,read_only,Limited read-only access to cloud resources.,1
CR01683,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,9
CR01684,AWS,cloud_super_admin,Global privileged control across provider resources.,12
CR01685,Oracle,tech_user,Basic operational access for assigned services.,2
CR01686,DigitalOcean,developer,Developer-level access to compute and storage APIs.,5
CR01687,GCP,cloud_super_admin,Global privileged control across provider resources.,10
CR01688,Oracle,read_only,Limited read-only access to cloud resources.,1
CR01689,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,12
CR01690,Oracle,tenant_admin,Full administrative access within a specific tenant.,8
CR01691,Oracle,tenant_admin,Full administrative access within a specific tenant.,8
CR01692,Azure,read_only,Limited read-only access to cloud resources.,2
CR01693,Oracle,security_engineer,Access to security monitoring and policy configuration.,5
CR01694,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,10
CR01695,AWS,read_only,Limited read-only access to cloud resources.,1
CR01696,AWS,tech_user,Basic operational access for assigned services.,2
CR01697,Azure,tenant_admin,Full administrative access within a specific tenant.,8
CR01698,Azure,tech_user,Basic operational access for assigned services.,2
CR01699,DigitalOcean,tech_user,Basic operational access for assigned services.,3
CR01700,GCP,developer,Developer-level access to compute and storage APIs.,3
CR01701,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,6
CR01702,Azure,cloud_super_admin,Global privileged control across provider resources.,10
CR01703,AWS,system_admin,High-privilege system-level access.,9
CR01704,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,10
CR01705,Azure,tenant_admin,Full administrative access within a specific tenant.,10
CR01706,Oracle,developer,Developer-level access to compute and storage APIs.,4
CR01707,AWS,tenant_admin,Full administrative access within a specific tenant.,8
CR01708,Azure,read_only,Limited read-only access to cloud resources.,2
CR01709,Azure,tenant_admin,Full administrative access within a specific tenant.,10
CR01710,Oracle,developer,Developer-level access to compute and storage APIs.,4
CR01711,GCP,security_engineer,Access to security monitoring and policy configuration.,7
CR01712,Oracle,security_engineer,Access to security monitoring and policy configuration.,5
CR01713,AWS,read_only,Limited read-only access to cloud resources.,2
CR01714,AWS,read_only,Limited read-only access to cloud resources.,2
CR01715,Oracle,read_only,Limited read-only access to cloud resources.,1
CR01716,DigitalOcean,system_admin,High-privilege system-level access.,8
CR01717,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,5
CR01718,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01719,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,10
CR01720,GCP,system_admin,High-privilege system-level access.,8
CR01721,DigitalOcean,developer,Developer-level access to compute and storage APIs.,4
CR01722,DigitalOcean,cloud_super_admin,Global privileged control across provider resources.,11
CR01723,AWS,read_only,Limited read-only access to cloud resources.,2
CR01724,AWS,read_only,Limited read-only access to cloud resources.,2
CR01725,AWS,tech_user,Basic operational access for assigned services.,2
CR01726,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,8
CR01727,DigitalOcean,read_only,Limited read-only access to cloud resources.,2
CR01728,Azure,read_only,Limited read-only access to cloud resources.,1
CR01729,Oracle,tech_user,Basic operational access for assigned services.,2
CR01730,GCP,developer,Developer-level access to compute and storage APIs.,5
CR01731,DigitalOcean,security_engineer,Access to security monitoring and policy configuration.,5
CR01732,AWS,read_only,Limited read-only access to cloud resources.,2
CR01733,GCP,developer,Developer-level access to compute and storage APIs.,4
CR01734,Oracle,security_engineer,Access to security monitoring and policy configuration.,5
CR01735,Oracle,tenant_admin,Full administrative access within a specific tenant.,8
CR01736,DigitalOcean,system_admin,High-privilege system-level access.,8
CR01737,AWS,system_admin,High-privilege system-level access.,9
CR01738,Azure,tech_user,Basic operational access for assigned services.,2
CR01739,AWS,tenant_admin,Full administrative access within a specific tenant.,10
CR01740,Oracle,system_admin,High-privilege system-level access.,7
CR01741,AWS,tech_user,Basic operational access for assigned services.,2
CR01742,AWS,security_engineer,Access to security monitoring and policy configuration.,5
CR01743,DigitalOcean,developer,Developer-level access to compute and storage APIs.,5
CR01744,DigitalOcean,tenant_admin,Full administrative access within a specific tenant.,9
CR01745,GCP,read_only,Limited read-only access to cloud resources.,2
CR01746,GCP,system_admin,High-privilege system-level access.,9
CR01747,Oracle,read_only,Limited read-only access to cloud resources.,1
CR01748,Azure,security_engineer,Access to security monitoring and policy configuration.,5
CR01749,DigitalOcean,developer,Developer-level access to compute and storage APIs.,4
CR01750,GCP,tenant_admin,Full administrative access within a specific tenant.,9
CR01751,AWS,tech_user,Basic operational access for assigned services.,2
CR01752,Azure,cloud_super_admin,Global privileged control across provider resources.,10
CR01753,GCP,cloud_super_admin,Global privileged control across provider resources.,12
