eid,src,dst,egde_class,relation,direction,port_proto,zone_crossing,guarded_by,detection_prob,exploitability,lat_move,policy_violation,misconfig_source_rule,misconfig_effect
E042113,N01969,N01946,L1->L2,network,inbound,445/tcp,0,none,0.088,0.711,0.828,0,,
E042114,N01969,N01850,L1->L2,rpc,inbound,3389/tcp,0,microseg,0.334,0.597,0.383,0,,
E042115,N01985,N01946,L1->L2,api,bidirectional,80/tcp,0,microseg,0.663,0.39,0.152,0,,
E042116,N01985,N01850,L1->L2,mgmt,inbound,22/tcp,0,fw_strict,0.137,0.706,0.453,0,,
E042117,N01937,N01946,L1->L2,rpc,inbound,80/tcp,0,none,0.421,0.504,0.181,0,,
E042118,N01937,N01850,L1->L2,rpc,outbound,443/tcp,0,fw_strict,0.578,0.538,0.557,0,,
E042119,N01751,N01946,L1->L2,api,inbound,80/tcp,0,microseg,0.041,0.703,0.985,0,,
E042120,N01751,N01850,L1->L2,rpc,bidirectional,80/tcp,0,microseg,0.463,0.334,0.401,0,,
E042121,N01898,N01946,L1->L2,rpc,bidirectional,443/tcp,0,fw_strict,0.159,0.576,0.336,0,,
E042122,N01898,N01850,L1->L2,rpc,bidirectional,22/tcp,0,microseg,0.349,0.655,0.841,0,,
E042123,N01946,N01847,L2->L3,mgmt,outbound,22/tcp,0,fw_strict,0.646,0.531,0.86,0,,
E042124,N01946,N01872,L2->L3,mgmt,bidirectional,443/tcp,0,microseg,0.024,0.947,0.654,1,,
E042125,N01946,N01955,L2->L3,mgmt,outbound,22/tcp,0,fw_strict,0.238,0.51,0.733,0,,
E042126,N01850,N01847,L2->L3,api,bidirectional,22/tcp,0,fw_basic,0.609,0.91,0.081,0,,
E042127,N01850,N01872,L2->L3,api,inbound,445/tcp,0,fw_basic,0.445,0.534,0.355,0,,
E042128,N01850,N01955,L2->L3,api,bidirectional,445/tcp,0,none,0.389,0.843,0.937,0,,
E042129,N01847,N01934,L3->L4,network,bidirectional,53/udp,0,fw_strict,0.39,0.352,0.534,0,,
E042130,N01847,N01767,L3->L4,mgmt,outbound,22/tcp,0,fw_basic,0.66,0.93,0.345,0,,
E042131,N01847,N01962,L3->L4,api,outbound,445/tcp,0,fw_strict,0.439,0.605,0.064,0,,
E042132,N01847,N01878,L3->L4,network,outbound,22/tcp,0,none,0.577,0.361,0.452,0,,
E042133,N01847,N01973,L3->L4,rpc,bidirectional,445/tcp,0,none,0.004,0.903,0.556,0,,
E042134,N01872,N01934,L3->L4,mgmt,outbound,53/udp,0,microseg,0.281,0.888,0.735,0,,
E042135,N01872,N01767,L3->L4,api,bidirectional,22/tcp,0,fw_basic,0.225,0.318,0.356,0,,
E042136,N01872,N01962,L3->L4,mgmt,bidirectional,80/tcp,0,fw_strict,0.464,0.511,0.828,0,,
E042137,N01872,N01878,L3->L4,rpc,outbound,443/tcp,0,microseg,0.402,0.782,0.898,0,,
E042138,N01872,N01973,L3->L4,rpc,outbound,3389/tcp,0,microseg,0.638,0.808,0.057,0,,
E042139,N01955,N01934,L3->L4,db_conn,bidirectional,445/tcp,0,microseg,0.628,0.954,0.514,0,,
E042140,N01955,N01767,L3->L4,mgmt,inbound,443/tcp,0,microseg,0.085,0.57,0.332,0,,
E042141,N01955,N01962,L3->L4,db_conn,bidirectional,3389/tcp,0,fw_basic,0.168,0.738,0.102,1,,
E042142,N01955,N01878,L3->L4,rpc,outbound,445/tcp,0,fw_basic,0.184,0.706,0.495,0,,
E042143,N01955,N01973,L3->L4,network,inbound,22/tcp,0,microseg,0.605,0.802,0.061,0,,
E042144,N01934,N01929,L4->T,network,outbound,3389/tcp,0,none,0.205,0.825,0.206,0,,
E042145,N01767,N01929,L4->T,mgmt,bidirectional,80/tcp,0,none,0.231,0.303,0.054,0,,
E042146,N01962,N01929,L4->T,network,inbound,445/tcp,0,microseg,0.431,0.479,0.591,0,,
E042147,N01878,N01929,L4->T,rpc,inbound,443/tcp,0,fw_basic,0.091,0.388,0.968,0,,
E042148,N01973,N01929,L4->T,mgmt,outbound,443/tcp,0,fw_strict,0.466,0.534,0.43,0,,
E042149,N01831,N01969,L0->L1,network,bidirectional,443/tcp,0,fw_strict,0.19,0.616,0.458,0,,
E042150,N01831,N01985,L0->L1,network,outbound,80/tcp,0,fw_strict,0.192,0.496,0.917,0,,
E042151,N01831,N01937,L0->L1,mgmt,outbound,80/tcp,0,none,0.454,0.704,0.859,0,,
E042152,N01831,N01751,L0->L1,rpc,inbound,53/udp,0,fw_basic,0.509,0.434,0.649,0,,
E042153,N01831,N01898,L0->L1,mgmt,outbound,3389/tcp,0,none,0.331,0.661,0.488,0,,
E042154,N01969,N01946,L1->L2,rpc,outbound,53/udp,0,microseg,0.119,0.482,0.691,0,,
E042155,N01969,N01850,L1->L2,rpc,outbound,445/tcp,0,fw_strict,0.393,0.926,0.336,0,,
E042156,N01985,N01946,L1->L2,network,outbound,3389/tcp,0,none,0.461,0.578,0.479,0,,
E042157,N01985,N01850,L1->L2,db_conn,outbound,443/tcp,0,none,0.663,0.88,0.193,0,,
E042158,N01937,N01946,L1->L2,rpc,bidirectional,80/tcp,0,fw_basic,0.013,0.425,0.373,0,,
E042159,N01937,N01850,L1->L2,api,outbound,53/udp,0,microseg,0.65,0.464,0.329,0,,
E042160,N01751,N01946,L1->L2,api,inbound,22/tcp,0,fw_basic,0.232,0.887,0.509,0,,
E042161,N01751,N01850,L1->L2,mgmt,inbound,3389/tcp,0,microseg,0.228,0.496,0.122,0,,
E042162,N01898,N01946,L1->L2,api,bidirectional,22/tcp,0,fw_strict,0.186,0.97,0.207,0,,
E042163,N01898,N01850,L1->L2,network,bidirectional,80/tcp,0,microseg,0.543,0.972,0.909,0,,
E042164,N01946,N01847,L2->L3,db_conn,bidirectional,443/tcp,0,microseg,0.595,0.525,0.872,0,,
E042165,N01946,N01872,L2->L3,api,outbound,445/tcp,0,microseg,0.559,0.599,0.297,0,,
E042166,N01946,N01955,L2->L3,mgmt,inbound,443/tcp,0,fw_strict,0.171,0.313,0.058,0,,
E042167,N01850,N01847,L2->L3,api,bidirectional,445/tcp,0,microseg,0.551,0.565,0.29,0,,
E042168,N01850,N01872,L2->L3,db_conn,outbound,445/tcp,0,fw_strict,0.326,0.819,0.136,0,,
E042169,N01850,N01955,L2->L3,db_conn,inbound,53/udp,0,fw_strict,0.366,0.799,0.352,0,,
E042170,N01847,N01934,L3->L4,mgmt,inbound,53/udp,0,fw_strict,0.026,0.427,0.876,0,,
E042171,N01847,N01767,L3->L4,rpc,outbound,53/udp,0,none,0.4,0.878,0.818,0,,
E042172,N01847,N01962,L3->L4,network,bidirectional,443/tcp,0,microseg,0.393,0.399,0.6,0,,
E042173,N01847,N01878,L3->L4,db_conn,inbound,80/tcp,0,microseg,0.681,0.568,0.441,0,,
E042174,N01847,N01973,L3->L4,db_conn,inbound,80/tcp,0,microseg,0.563,0.45,0.374,0,,
E042175,N01872,N01934,L3->L4,api,bidirectional,3389/tcp,0,fw_basic,0.241,0.821,0.406,0,,
E042176,N01872,N01767,L3->L4,db_conn,inbound,445/tcp,0,fw_basic,0.503,0.524,0.721,0,,
E042177,N01872,N01962,L3->L4,db_conn,inbound,3389/tcp,0,none,0.043,0.427,0.816,0,,
E042178,N01872,N01878,L3->L4,rpc,outbound,3389/tcp,0,fw_basic,0.192,0.829,0.452,0,,
E042179,N01872,N01973,L3->L4,api,outbound,80/tcp,0,none,0.31,0.945,0.543,0,,
E042180,N01955,N01934,L3->L4,mgmt,inbound,445/tcp,0,none,0.301,0.753,0.79,0,,
E042181,N01955,N01767,L3->L4,api,inbound,22/tcp,0,microseg,0.425,0.477,0.497,0,,
E042182,N01955,N01962,L3->L4,rpc,outbound,80/tcp,0,microseg,0.392,0.691,0.993,0,,
E042183,N01955,N01878,L3->L4,mgmt,outbound,443/tcp,0,fw_basic,0.37,0.569,0.075,0,,
E042184,N01955,N01973,L3->L4,rpc,outbound,80/tcp,0,fw_basic,0.413,0.379,0.632,0,,
E042185,N01934,N01966,L4->T,db_conn,bidirectional,80/tcp,0,fw_strict,0.246,0.457,0.992,0,,
E042186,N01767,N01966,L4->T,db_conn,inbound,53/udp,0,fw_strict,0.162,0.89,0.555,0,,
E042187,N01962,N01966,L4->T,rpc,bidirectional,53/udp,0,none,0.603,0.879,0.172,0,,
E042188,N01878,N01966,L4->T,api,inbound,443/tcp,0,fw_basic,0.139,0.347,0.732,0,,
E042189,N01973,N01966,L4->T,api,outbound,445/tcp,0,none,0.183,0.486,0.408,0,,
E042190,N01831,N01969,L0->L1,rpc,outbound,443/tcp,0,fw_strict,0.384,0.701,0.755,0,,
E042191,N01831,N01985,L0->L1,rpc,inbound,3389/tcp,0,fw_basic,0.143,0.787,0.203,0,,
E042192,N01831,N01937,L0->L1,mgmt,inbound,443/tcp,0,fw_strict,0.383,0.796,0.258,0,,
E042193,N01831,N01751,L0->L1,api,inbound,22/tcp,0,none,0.173,0.964,0.577,0,,
E042194,N01831,N01898,L0->L1,rpc,inbound,53/udp,0,none,0.225,0.521,0.781,0,,
E042195,N01969,N01946,L1->L2,api,bidirectional,80/tcp,0,fw_strict,0.678,0.694,0.292,0,,
E042196,N01969,N01850,L1->L2,rpc,inbound,443/tcp,0,none,0.033,0.404,0.814,0,,
E042197,N01985,N01946,L1->L2,api,bidirectional,80/tcp,0,fw_basic,0.06,0.837,0.476,0,,
E042198,N01985,N01850,L1->L2,network,bidirectional,443/tcp,0,none,0.58,0.368,0.916,0,,
E042199,N01937,N01946,L1->L2,rpc,outbound,3389/tcp,0,microseg,0.483,0.816,0.874,1,,
E042200,N01937,N01850,L1->L2,db_conn,inbound,3389/tcp,0,none,0.698,0.511,0.493,0,,
E042201,N01751,N01946,L1->L2,db_conn,outbound,3389/tcp,0,fw_strict,0.585,0.98,0.498,0,,
E042202,N01751,N01850,L1->L2,mgmt,outbound,80/tcp,0,fw_strict,0.591,0.805,0.098,0,,
E042203,N01898,N01946,L1->L2,rpc,bidirectional,3389/tcp,0,fw_strict,0.227,0.474,0.61,0,,
E042204,N01898,N01850,L1->L2,rpc,bidirectional,445/tcp,0,fw_basic,0.686,0.794,0.544,0,,
E042205,N01946,N01847,L2->L3,mgmt,outbound,22/tcp,0,fw_basic,0.401,0.921,0.068,0,,
E042206,N01946,N01872,L2->L3,api,inbound,443/tcp,0,microseg,0.217,0.426,0.071,0,,
E042207,N01946,N01955,L2->L3,db_conn,inbound,80/tcp,0,microseg,0.049,0.637,0.059,0,,
E042208,N01850,N01847,L2->L3,network,inbound,80/tcp,0,microseg,0.637,0.698,0.656,0,,
E042209,N01850,N01872,L2->L3,db_conn,outbound,22/tcp,0,microseg,0.124,0.895,0.204,0,,
E042210,N01850,N01955,L2->L3,rpc,inbound,80/tcp,0,microseg,0.346,0.494,0.397,0,,
E042211,N01847,N01934,L3->L4,network,bidirectional,445/tcp,0,fw_basic,0.373,0.725,0.044,1,,
E042212,N01847,N01767,L3->L4,api,inbound,443/tcp,0,fw_strict,0.676,0.447,0.647,0,,
E042213,N01847,N01962,L3->L4,api,inbound,22/tcp,0,fw_strict,0.54,0.519,0.729,0,,
E042214,N01847,N01878,L3->L4,db_conn,bidirectional,53/udp,0,none,0.183,0.335,0.072,0,,
E042215,N01847,N01973,L3->L4,api,inbound,53/udp,0,fw_strict,0.134,0.984,0.798,0,,
E042216,N01872,N01934,L3->L4,rpc,outbound,3389/tcp,0,microseg,0.079,0.468,0.495,0,,
E042217,N01872,N01767,L3->L4,rpc,bidirectional,80/tcp,0,fw_basic,0.151,0.646,0.766,0,,
E042218,N01872,N01962,L3->L4,api,outbound,445/tcp,0,fw_basic,0.017,0.912,0.769,0,,
E042219,N01872,N01878,L3->L4,network,bidirectional,445/tcp,0,none,0.344,0.729,0.84,0,,
E042220,N01872,N01973,L3->L4,network,outbound,80/tcp,0,microseg,0.204,0.318,0.253,0,,
E042221,N01955,N01934,L3->L4,api,bidirectional,443/tcp,0,fw_basic,0.569,0.448,0.033,0,,
E042222,N01955,N01767,L3->L4,db_conn,outbound,53/udp,0,fw_strict,0.429,0.437,0.267,0,,
E042223,N01955,N01962,L3->L4,db_conn,outbound,445/tcp,0,fw_strict,0.225,0.576,0.355,0,,
E042224,N01955,N01878,L3->L4,rpc,bidirectional,443/tcp,0,none,0.216,0.368,0.992,0,,
E042225,N01955,N01973,L3->L4,mgmt,inbound,443/tcp,0,fw_basic,0.591,0.471,0.812,0,,
E042226,N01934,N01989,L4->T,rpc,inbound,22/tcp,0,none,0.362,0.797,0.921,0,,
E042227,N01767,N01989,L4->T,mgmt,bidirectional,80/tcp,0,none,0.4,0.614,0.727,0,,
E042228,N01962,N01989,L4->T,db_conn,bidirectional,22/tcp,0,microseg,0.292,0.384,0.116,0,,
E042229,N01878,N01989,L4->T,mgmt,outbound,22/tcp,0,none,0.107,0.393,0.973,0,,
E042230,N01973,N01989,L4->T,api,inbound,3389/tcp,0,microseg,0.287,0.302,0.984,0,,
E042231,N01831,N01969,L0->L1,api,inbound,53/udp,0,fw_basic,0.562,0.315,0.996,0,,
E042232,N01831,N01985,L0->L1,db_conn,outbound,22/tcp,0,microseg,0.525,0.88,0.787,0,,
E042233,N01831,N01937,L0->L1,mgmt,inbound,3389/tcp,0,fw_basic,0.048,0.945,0.707,0,,
E042234,N01831,N01751,L0->L1,db_conn,inbound,53/udp,0,fw_strict,0.32,0.681,0.56,0,,
E042235,N01831,N01898,L0->L1,network,bidirectional,53/udp,0,fw_strict,0.483,0.586,0.261,0,,
E042236,N01969,N01946,L1->L2,rpc,inbound,443/tcp,0,fw_strict,0.034,0.638,0.409,0,,
E042237,N01969,N01850,L1->L2,mgmt,inbound,80/tcp,0,none,0.407,0.338,0.273,0,,
E042238,N01985,N01946,L1->L2,db_conn,outbound,53/udp,0,fw_basic,0.237,0.765,0.866,0,,
E042239,N01985,N01850,L1->L2,db_conn,inbound,80/tcp,0,microseg,0.557,0.466,0.635,0,,
E042240,N01937,N01946,L1->L2,network,bidirectional,53/udp,0,none,0.51,0.437,0.791,1,,
E042241,N01937,N01850,L1->L2,db_conn,outbound,445/tcp,0,microseg,0.428,0.73,0.962,0,,
E042242,N01751,N01946,L1->L2,db_conn,outbound,80/tcp,0,fw_basic,0.208,0.397,0.972,0,,
E042243,N01751,N01850,L1->L2,network,inbound,80/tcp,0,microseg,0.134,0.502,0.079,0,,
E042244,N01898,N01946,L1->L2,network,inbound,3389/tcp,0,fw_basic,0.595,0.7,0.39,0,,
E042245,N01898,N01850,L1->L2,mgmt,outbound,80/tcp,0,fw_strict,0.064,0.783,0.302,0,,
E042246,N01946,N01847,L2->L3,rpc,outbound,445/tcp,0,none,0.452,0.859,0.972,0,,
E042247,N01946,N01872,L2->L3,rpc,outbound,22/tcp,0,none,0.603,0.624,0.97,0,,
E042248,N01946,N01955,L2->L3,api,inbound,443/tcp,0,fw_basic,0.399,0.569,0.408,0,,
E042249,N01850,N01847,L2->L3,db_conn,inbound,53/udp,0,fw_basic,0.129,0.879,0.327,0,,
E042250,N01850,N01872,L2->L3,api,outbound,80/tcp,0,fw_strict,0.373,0.776,0.714,0,,
E042251,N01850,N01955,L2->L3,db_conn,inbound,80/tcp,0,none,0.527,0.326,0.747,1,,
E042252,N01847,N01934,L3->L4,network,outbound,53/udp,0,microseg,0.054,0.308,0.129,0,,
E042253,N01847,N01767,L3->L4,api,outbound,53/udp,0,fw_basic,0.353,0.835,0.508,0,,
E042254,N01847,N01962,L3->L4,api,outbound,53/udp,0,fw_basic,0.484,0.989,0.654,0,,
E042255,N01847,N01878,L3->L4,network,inbound,53/udp,0,fw_strict,0.397,0.332,0.709,0,,
E042256,N01847,N01973,L3->L4,mgmt,outbound,445/tcp,0,fw_basic,0.242,0.4,0.538,0,,
E042257,N01872,N01934,L3->L4,rpc,inbound,443/tcp,0,fw_basic,0.119,0.473,0.545,0,,
E042258,N01872,N01767,L3->L4,network,outbound,80/tcp,0,microseg,0.699,0.784,0.218,0,,
E042259,N01872,N01962,L3->L4,network,inbound,445/tcp,0,fw_basic,0.28,0.512,0.324,0,,
E042260,N01872,N01878,L3->L4,api,bidirectional,445/tcp,0,none,0.226,0.992,0.979,0,,
E042261,N01872,N01973,L3->L4,api,inbound,3389/tcp,0,microseg,0.429,0.938,0.797,0,,
E042262,N01955,N01934,L3->L4,network,inbound,22/tcp,0,none,0.127,0.651,0.69,0,,
E042263,N01955,N01767,L3->L4,db_conn,bidirectional,80/tcp,0,none,0.239,0.733,0.508,0,,
E042264,N01955,N01962,L3->L4,rpc,bidirectional,443/tcp,0,none,0.632,0.927,0.758,0,,
E042265,N01955,N01878,L3->L4,db_conn,bidirectional,445/tcp,0,fw_strict,0.672,0.521,0.317,0,,
E042266,N01955,N01973,L3->L4,api,outbound,22/tcp,0,none,0.647,0.373,0.881,0,,
E042267,N01934,N02000,L4->T,mgmt,outbound,443/tcp,0,microseg,0.062,0.589,0.044,0,,
E042268,N01767,N02000,L4->T,rpc,inbound,22/tcp,0,none,0.47,0.474,0.153,0,,
E042269,N01962,N02000,L4->T,mgmt,bidirectional,22/tcp,0,none,0.061,0.431,0.717,0,,
E042270,N01878,N02000,L4->T,network,inbound,443/tcp,0,none,0.694,0.677,0.997,0,,
E042271,N01973,N02000,L4->T,api,bidirectional,22/tcp,0,fw_basic,0.235,0.428,0.524,0,,
E042272,N01836,N01969,L0->L1,rpc,outbound,53/udp,0,fw_basic,0.225,0.325,0.84,0,,
E042273,N01836,N01985,L0->L1,mgmt,inbound,22/tcp,0,fw_basic,0.656,0.974,0.521,0,,
E042274,N01836,N01937,L0->L1,rpc,outbound,3389/tcp,0,fw_strict,0.363,0.662,0.507,0,,
E042275,N01836,N01751,L0->L1,db_conn,inbound,443/tcp,0,fw_strict,0.548,0.93,0.748,0,,
E042276,N01836,N01898,L0->L1,rpc,outbound,443/tcp,0,fw_basic,0.642,0.675,0.669,0,,
E042277,N01969,N01946,L1->L2,network,bidirectional,22/tcp,0,microseg,0.696,0.441,0.803,0,,
E042278,N01969,N01850,L1->L2,rpc,bidirectional,80/tcp,0,fw_strict,0.62,0.755,0.865,0,,
E042279,N01985,N01946,L1->L2,db_conn,inbound,445/tcp,0,none,0.574,0.712,0.543,0,,
E042280,N01985,N01850,L1->L2,db_conn,bidirectional,445/tcp,0,none,0.632,0.573,0.247,0,,
E042281,N01937,N01946,L1->L2,api,inbound,53/udp,0,fw_strict,0.375,0.859,0.357,0,,
E042282,N01937,N01850,L1->L2,rpc,outbound,53/udp,0,none,0.44,0.861,0.858,0,,
E042283,N01751,N01946,L1->L2,mgmt,inbound,3389/tcp,0,microseg,0.547,0.32,0.456,0,,
E042284,N01751,N01850,L1->L2,mgmt,inbound,80/tcp,0,microseg,0.229,0.382,0.538,0,,
E042285,N01898,N01946,L1->L2,mgmt,outbound,445/tcp,0,fw_strict,0.151,0.551,0.897,0,,
E042286,N01898,N01850,L1->L2,rpc,outbound,80/tcp,0,fw_strict,0.663,0.546,0.859,0,,
E042287,N01946,N01847,L2->L3,mgmt,bidirectional,445/tcp,0,fw_strict,0.555,0.396,0.11,0,,
E042288,N01946,N01872,L2->L3,db_conn,bidirectional,80/tcp,0,none,0.465,0.59,0.772,0,,
E042289,N01946,N01955,L2->L3,rpc,inbound,3389/tcp,0,fw_strict,0.522,0.691,0.582,0,,
E042290,N01850,N01847,L2->L3,api,outbound,3389/tcp,0,none,0.62,0.438,0.507,0,,
E042291,N01850,N01872,L2->L3,mgmt,inbound,22/tcp,0,none,0.244,0.662,0.138,0,,
E042292,N01850,N01955,L2->L3,mgmt,bidirectional,22/tcp,0,fw_strict,0.188,0.334,0.413,0,,
E042293,N01847,N01934,L3->L4,network,outbound,443/tcp,0,microseg,0.525,0.43,0.708,0,,
E042294,N01847,N01767,L3->L4,db_conn,bidirectional,80/tcp,0,microseg,0.414,0.594,0.018,0,,
E042295,N01847,N01962,L3->L4,network,outbound,80/tcp,0,microseg,0.144,0.594,0.504,0,,
E042296,N01847,N01878,L3->L4,rpc,inbound,3389/tcp,0,none,0.596,0.38,0.26,0,,
E042297,N01847,N01973,L3->L4,db_conn,inbound,3389/tcp,0,microseg,0.198,0.423,0.582,0,,
E042298,N01872,N01934,L3->L4,api,outbound,443/tcp,0,fw_strict,0.012,0.436,0.94,0,,
E042299,N01872,N01767,L3->L4,mgmt,bidirectional,22/tcp,0,none,0.115,0.456,0.154,0,,
E042300,N01872,N01962,L3->L4,api,inbound,22/tcp,0,fw_basic,0.568,0.908,0.5,0,,
E042301,N01872,N01878,L3->L4,api,bidirectional,53/udp,0,fw_strict,0.419,0.839,0.823,1,,
E042302,N01872,N01973,L3->L4,mgmt,outbound,53/udp,0,fw_basic,0.533,0.438,0.083,0,,
E042303,N01955,N01934,L3->L4,network,bidirectional,80/tcp,0,none,0.243,0.527,0.988,0,,
E042304,N01955,N01767,L3->L4,rpc,inbound,445/tcp,0,fw_basic,0.319,0.502,0.881,0,,
E042305,N01955,N01962,L3->L4,rpc,bidirectional,445/tcp,0,none,0.021,0.952,0.788,0,,
E042306,N01955,N01878,L3->L4,network,inbound,443/tcp,0,fw_basic,0.348,0.513,0.917,0,,
E042307,N01955,N01973,L3->L4,mgmt,bidirectional,445/tcp,0,none,0.214,0.456,0.421,0,,
E042308,N01934,N01788,L4->T,db_conn,inbound,443/tcp,0,fw_strict,0.058,0.906,0.907,0,,
E042309,N01767,N01788,L4->T,api,bidirectional,22/tcp,0,microseg,0.508,0.762,0.247,0,,
E042310,N01962,N01788,L4->T,db_conn,inbound,53/udp,0,microseg,0.301,0.803,0.956,0,,
E042311,N01878,N01788,L4->T,network,bidirectional,445/tcp,0,microseg,0.002,0.825,0.795,0,,
E042312,N01973,N01788,L4->T,mgmt,bidirectional,53/udp,0,fw_strict,0.275,0.636,0.455,0,,
E042313,N01836,N01969,L0->L1,rpc,inbound,445/tcp,0,microseg,0.178,0.359,0.905,0,,
E042314,N01836,N01985,L0->L1,mgmt,bidirectional,443/tcp,0,fw_strict,0.51,0.719,0.008,0,,
E042315,N01836,N01937,L0->L1,network,inbound,445/tcp,0,none,0.23,0.342,0.654,0,,
E042316,N01836,N01751,L0->L1,api,outbound,80/tcp,0,fw_basic,0.215,0.527,0.786,0,,
E042317,N01836,N01898,L0->L1,rpc,bidirectional,3389/tcp,0,fw_basic,0.28,0.782,0.931,0,,
E042318,N01969,N01946,L1->L2,mgmt,inbound,80/tcp,0,microseg,0.216,0.374,0.536,0,,
E042319,N01969,N01850,L1->L2,rpc,inbound,445/tcp,0,fw_strict,0.675,0.926,0.617,0,,
E042320,N01985,N01946,L1->L2,db_conn,outbound,80/tcp,0,none,0.131,0.416,0.037,0,,
E042321,N01985,N01850,L1->L2,rpc,outbound,445/tcp,0,fw_strict,0.292,0.559,0.754,1,,
E042322,N01937,N01946,L1->L2,rpc,outbound,443/tcp,0,fw_strict,0.403,0.836,0.291,0,,
E042323,N01937,N01850,L1->L2,db_conn,bidirectional,80/tcp,0,microseg,0.535,0.678,0.83,0,,
E042324,N01751,N01946,L1->L2,network,outbound,443/tcp,0,fw_basic,0.491,0.975,0.312,0,,
E042325,N01751,N01850,L1->L2,api,inbound,443/tcp,0,fw_strict,0.031,0.482,0.034,0,,
E042326,N01898,N01946,L1->L2,db_conn,inbound,3389/tcp,0,none,0.19,0.726,0.662,0,,
E042327,N01898,N01850,L1->L2,network,outbound,3389/tcp,0,microseg,0.026,0.331,0.766,0,,
E042328,N01946,N01847,L2->L3,rpc,bidirectional,443/tcp,0,none,0.491,0.875,0.767,1,,
E042329,N01946,N01872,L2->L3,rpc,outbound,22/tcp,0,fw_strict,0.033,0.759,0.585,0,,
E042330,N01946,N01955,L2->L3,mgmt,inbound,443/tcp,0,fw_strict,0.631,0.726,0.486,0,,
E042331,N01850,N01847,L2->L3,api,inbound,445/tcp,0,fw_basic,0.012,0.671,0.069,0,,
E042332,N01850,N01872,L2->L3,network,inbound,3389/tcp,0,microseg,0.383,0.414,0.749,0,,
E042333,N01850,N01955,L2->L3,db_conn,inbound,53/udp,0,fw_strict,0.554,0.754,0.631,0,,
E042334,N01847,N01934,L3->L4,mgmt,outbound,22/tcp,0,fw_basic,0.41,0.984,0.424,0,,
E042335,N01847,N01767,L3->L4,mgmt,outbound,80/tcp,0,fw_strict,0.641,0.657,0.416,0,,
E042336,N01847,N01962,L3->L4,db_conn,inbound,443/tcp,0,none,0.266,0.433,0.177,0,,
E042337,N01847,N01878,L3->L4,mgmt,inbound,80/tcp,0,none,0.065,0.585,0.947,0,,
E042338,N01847,N01973,L3->L4,network,outbound,3389/tcp,0,microseg,0.09,0.347,0.79,0,,
E042339,N01872,N01934,L3->L4,mgmt,inbound,22/tcp,0,none,0.303,0.568,0.867,0,,
E042340,N01872,N01767,L3->L4,rpc,outbound,443/tcp,0,none,0.667,0.963,0.045,0,,
E042341,N01872,N01962,L3->L4,rpc,bidirectional,53/udp,0,none,0.011,0.732,0.154,0,,
E042342,N01872,N01878,L3->L4,db_conn,inbound,80/tcp,0,fw_basic,0.591,0.953,0.077,1,,
E042343,N01872,N01973,L3->L4,api,inbound,3389/tcp,0,microseg,0.396,0.719,0.692,0,,
E042344,N01955,N01934,L3->L4,rpc,outbound,22/tcp,0,microseg,0.349,0.964,0.292,0,,
E042345,N01955,N01767,L3->L4,db_conn,outbound,53/udp,0,fw_basic,0.047,0.457,0.35,0,,
E042346,N01955,N01962,L3->L4,rpc,bidirectional,53/udp,0,none,0.141,0.75,0.458,0,,
E042347,N01955,N01878,L3->L4,api,outbound,3389/tcp,0,fw_basic,0.475,0.853,0.758,0,,
E042348,N01955,N01973,L3->L4,network,bidirectional,22/tcp,0,fw_basic,0.077,0.845,0.381,0,,
E042349,N01934,N01796,L4->T,api,inbound,3389/tcp,0,microseg,0.006,0.482,0.094,0,,
E042350,N01767,N01796,L4->T,api,inbound,443/tcp,0,microseg,0.351,0.498,0.413,0,,
E042351,N01962,N01796,L4->T,api,inbound,80/tcp,0,none,0.072,0.799,0.917,0,,
E042352,N01878,N01796,L4->T,network,outbound,53/udp,0,fw_basic,0.074,0.495,0.23,0,,
E042353,N01973,N01796,L4->T,api,bidirectional,53/udp,0,microseg,0.193,0.711,0.392,0,,
E042354,N01836,N01969,L0->L1,rpc,outbound,80/tcp,0,fw_basic,0.239,0.489,0.134,0,,
E042355,N01836,N01985,L0->L1,mgmt,outbound,445/tcp,0,fw_basic,0.173,0.395,0.044,0,,
E042356,N01836,N01937,L0->L1,mgmt,outbound,3389/tcp,0,fw_strict,0.009,0.847,0.918,0,,
E042357,N01836,N01751,L0->L1,mgmt,bidirectional,445/tcp,0,fw_basic,0.158,0.666,0.566,0,,
E042358,N01836,N01898,L0->L1,network,bidirectional,3389/tcp,0,fw_basic,0.296,0.552,0.666,0,,
E042359,N01969,N01946,L1->L2,mgmt,bidirectional,443/tcp,0,fw_strict,0.57,0.307,0.386,0,,
E042360,N01969,N01850,L1->L2,rpc,outbound,3389/tcp,0,fw_basic,0.391,0.922,0.84,0,,
E042361,N01985,N01946,L1->L2,mgmt,inbound,53/udp,0,microseg,0.512,0.357,0.651,0,,
E042362,N01985,N01850,L1->L2,api,bidirectional,445/tcp,0,none,0.624,0.644,0.761,0,,
E042363,N01937,N01946,L1->L2,db_conn,outbound,3389/tcp,0,fw_strict,0.602,0.858,0.246,0,,
E042364,N01937,N01850,L1->L2,network,outbound,80/tcp,0,microseg,0.172,0.316,0.113,0,,
E042365,N01751,N01946,L1->L2,network,outbound,445/tcp,0,fw_basic,0.579,0.487,0.887,0,,
E042366,N01751,N01850,L1->L2,network,outbound,445/tcp,0,microseg,0.627,0.548,0.997,0,,
E042367,N01898,N01946,L1->L2,mgmt,outbound,22/tcp,0,fw_strict,0.611,0.485,0.539,0,,
