asset,control_type,config,status,misconfig_prob,is_misconfigured,config_source,config_drift_score
N01480,NetworkIsolation,strict,enabled,0.248,False,auto,0.61
N01481,Hardening,moderate,partial,0.331,True,inherited,0.59
N01481,Hardening,strict,partial,0.175,False,manual,0.05
N01481,IAMPolicy,strict,enabled,0.017,False,policy_engine,0.62
N01482,IAMPolicy,strict,enabled,0.346,True,manual,0.97
N01483,CloudPolicy,moderate,disabled,0.263,True,policy_engine,0.01
N01483,NetworkIsolation,legacy,enabled,0.03,False,auto,0.05
N01483,WAF,legacy,partial,0.35,True,manual,0.92
N01484,Logging,baseline,partial,0.004,False,manual,0.04
N01484,IAMPolicy,strict,partial,0.251,True,policy_engine,0.38
N01485,EDR,moderate,partial,0.097,False,policy_engine,0.05
N01485,NetworkIsolation,strict,disabled,0.095,False,auto,0.59
N01485,Logging,moderate,disabled,0.286,True,inherited,0.69
N01486,CloudPolicy,legacy,enabled,0.075,False,inherited,0.71
N01487,WAF,moderate,enabled,0.098,False,inherited,0.36
N01487,Firewall,legacy,partial,0.131,False,policy_engine,0.96
N01487,Logging,baseline,enabled,0.051,False,policy_engine,0.26
N01488,WAF,legacy,enabled,0.044,False,policy_engine,0.22
N01488,WAF,strict,disabled,0.241,False,policy_engine,0.98
N01489,WAF,baseline,disabled,0.23,False,manual,0.3
N01489,IAMPolicy,strict,partial,0.088,False,policy_engine,0.77
N01489,Firewall,baseline,disabled,0.276,True,policy_engine,0.42
N01490,Hardening,moderate,enabled,0.291,True,manual,0.94
N01490,Logging,baseline,disabled,0.127,False,policy_engine,0.11
N01491,NetworkIsolation,baseline,enabled,0.079,False,auto,0.01
N01491,Hardening,moderate,disabled,0.151,False,manual,0.66
N01492,EDR,strict,enabled,0.224,False,manual,0.4
N01492,EDR,legacy,partial,0.269,True,inherited,0.94
N01493,Hardening,baseline,disabled,0.306,True,auto,0.87
N01493,WAF,baseline,enabled,0.062,False,auto,0.02
N01493,NetworkIsolation,moderate,enabled,0.233,False,inherited,0.68
N01494,NetworkIsolation,moderate,partial,0.162,False,manual,0.1
N01494,IAMPolicy,legacy,enabled,0.108,False,manual,0.25
N01495,EDR,legacy,partial,0.157,False,policy_engine,0.57
N01495,Hardening,moderate,partial,0.229,False,manual,0.38
N01496,Hardening,strict,enabled,0.204,False,policy_engine,0.81
N01496,EDR,strict,partial,0.052,False,inherited,0.3
N01497,WAF,strict,enabled,0.074,False,auto,0.22
N01497,WAF,moderate,enabled,0.154,False,policy_engine,0.64
N01497,NetworkIsolation,moderate,enabled,0.06,False,manual,0.63
N01498,Hardening,strict,enabled,0.088,False,manual,0.99
N01498,CloudPolicy,moderate,disabled,0.063,False,manual,0.61
N01499,CloudPolicy,baseline,disabled,0.034,False,policy_engine,0.74
N01499,Logging,baseline,partial,0.062,False,manual,0.17
N01500,Hardening,baseline,enabled,0.294,True,auto,0.79
N01500,IAMPolicy,moderate,partial,0.023,False,inherited,0.0
N01500,EDR,strict,disabled,0.327,True,policy_engine,0.94
N01501,IAMPolicy,strict,partial,0.107,False,manual,0.94
N01501,EDR,moderate,enabled,0.163,False,policy_engine,0.21
N01502,IAMPolicy,strict,disabled,0.067,False,policy_engine,0.81
N01503,Firewall,legacy,enabled,0.228,False,manual,0.97
N01503,EDR,moderate,partial,0.172,False,manual,0.32
N01504,EDR,strict,enabled,0.004,False,auto,0.29
N01504,CloudPolicy,moderate,disabled,0.195,False,manual,0.09
N01504,NetworkIsolation,baseline,enabled,0.229,False,auto,0.52
N01505,Hardening,strict,disabled,0.215,False,manual,0.01
N01505,Logging,strict,partial,0.115,False,manual,0.55
N01506,WAF,moderate,partial,0.076,False,policy_engine,0.01
N01506,Logging,strict,disabled,0.12,False,policy_engine,0.63
N01507,IAMPolicy,strict,disabled,0.101,False,inherited,0.43
N01508,WAF,strict,partial,0.123,False,auto,0.34
N01508,IAMPolicy,moderate,enabled,0.325,True,inherited,0.41
N01509,Firewall,legacy,partial,0.096,False,manual,0.68
N01509,Hardening,strict,enabled,0.34,True,policy_engine,0.43
N01510,Logging,baseline,enabled,0.287,True,inherited,0.73
N01510,WAF,moderate,disabled,0.012,False,inherited,0.94
N01511,EDR,strict,partial,0.318,True,auto,0.56
N01511,IAMPolicy,legacy,enabled,0.134,False,auto,0.3
N01512,CloudPolicy,moderate,partial,0.098,False,inherited,0.47
N01513,WAF,baseline,disabled,0.345,True,inherited,0.11
N01513,NetworkIsolation,moderate,enabled,0.031,False,auto,0.42
N01514,Logging,strict,partial,0.188,False,manual,0.55
N01514,WAF,strict,enabled,0.205,False,policy_engine,0.67
N01514,Hardening,moderate,enabled,0.323,True,policy_engine,0.99
N01515,EDR,moderate,enabled,0.017,False,auto,0.68
N01515,Firewall,strict,partial,0.222,False,manual,0.88
N01516,CloudPolicy,strict,disabled,0.289,True,manual,0.43
N01516,NetworkIsolation,legacy,enabled,0.203,False,policy_engine,0.02
N01517,Firewall,legacy,enabled,0.268,True,auto,0.48
N01517,CloudPolicy,moderate,partial,0.123,False,inherited,0.61
N01517,WAF,moderate,partial,0.098,False,manual,0.81
N01518,NetworkIsolation,legacy,disabled,0.206,False,auto,0.61
N01518,Firewall,moderate,disabled,0.173,False,inherited,0.91
N01519,NetworkIsolation,moderate,disabled,0.002,False,inherited,0.93
N01520,EDR,moderate,partial,0.159,False,inherited,0.66
N01520,NetworkIsolation,strict,disabled,0.001,False,inherited,0.84
N01521,CloudPolicy,legacy,partial,0.035,False,manual,0.45
N01522,NetworkIsolation,strict,disabled,0.098,False,auto,0.47
N01522,EDR,legacy,disabled,0.071,False,auto,0.18
N01523,Firewall,legacy,enabled,0.073,False,inherited,0.98
N01524,Logging,strict,partial,0.14,False,inherited,0.81
N01525,Hardening,moderate,partial,0.159,False,inherited,0.35
N01525,NetworkIsolation,strict,partial,0.147,False,policy_engine,0.15
N01525,NetworkIsolation,strict,partial,0.346,True,policy_engine,0.1
N01526,EDR,moderate,partial,0.276,True,manual,0.86
N01527,Firewall,strict,disabled,0.045,False,inherited,0.23
N01527,Hardening,baseline,enabled,0.235,False,auto,0.22
N01528,CloudPolicy,legacy,partial,0.206,False,policy_engine,1.0
N01528,EDR,moderate,disabled,0.34,True,inherited,0.08
N01529,Logging,legacy,partial,0.295,True,policy_engine,0.19
N01529,Logging,moderate,partial,0.048,False,auto,0.54
N01530,EDR,legacy,disabled,0.034,False,policy_engine,0.59
N01530,Logging,moderate,disabled,0.063,False,manual,0.38
N01531,NetworkIsolation,baseline,disabled,0.331,True,auto,0.37
N01531,Hardening,baseline,disabled,0.106,False,inherited,0.38
N01531,IAMPolicy,strict,disabled,0.02,False,inherited,0.51
N01532,Firewall,baseline,partial,0.285,True,manual,0.83
N01532,NetworkIsolation,legacy,partial,0.302,True,auto,0.78
N01533,IAMPolicy,baseline,partial,0.029,False,manual,0.04
N01533,Firewall,legacy,partial,0.232,False,auto,0.72
N01534,EDR,moderate,enabled,0.161,False,manual,0.03
N01534,IAMPolicy,strict,disabled,0.194,False,manual,0.32
N01535,Logging,legacy,enabled,0.142,False,policy_engine,0.49
N01535,CloudPolicy,moderate,partial,0.03,False,inherited,0.88
N01536,EDR,strict,partial,0.181,False,inherited,0.14
N01536,CloudPolicy,moderate,disabled,0.268,True,auto,0.97
N01537,IAMPolicy,moderate,disabled,0.174,False,auto,0.16
N01538,EDR,strict,partial,0.074,False,auto,0.15
N01538,NetworkIsolation,moderate,partial,0.103,False,auto,0.22
N01539,IAMPolicy,moderate,partial,0.263,True,policy_engine,0.41
N01539,Firewall,legacy,partial,0.041,False,manual,0.3
N01539,CloudPolicy,legacy,enabled,0.322,True,auto,0.65
N01540,IAMPolicy,legacy,enabled,0.279,True,policy_engine,0.47
N01540,WAF,moderate,disabled,0.111,False,policy_engine,0.04
N01541,EDR,moderate,enabled,0.026,False,inherited,0.8
N01542,IAMPolicy,strict,partial,0.119,False,auto,0.03
N01542,CloudPolicy,legacy,partial,0.256,True,manual,0.44
N01542,IAMPolicy,strict,partial,0.244,False,policy_engine,0.58
N01543,EDR,strict,enabled,0.22,False,auto,0.56
N01544,Firewall,legacy,enabled,0.2,False,inherited,0.38
N01545,EDR,moderate,enabled,0.105,False,manual,0.41
N01545,IAMPolicy,strict,disabled,0.146,False,manual,0.93
N01545,Logging,strict,enabled,0.13,False,auto,0.02
N01546,Firewall,strict,disabled,0.266,True,inherited,0.58
N01546,CloudPolicy,legacy,enabled,0.284,True,auto,0.19
N01546,WAF,strict,partial,0.092,False,auto,0.35
N01547,Firewall,baseline,partial,0.047,False,policy_engine,0.68
N01547,CloudPolicy,legacy,enabled,0.062,False,manual,0.92
N01548,IAMPolicy,legacy,partial,0.077,False,manual,0.61
N01548,NetworkIsolation,moderate,disabled,0.193,False,policy_engine,0.88
N01549,WAF,strict,enabled,0.137,False,manual,0.22
N01549,IAMPolicy,moderate,disabled,0.02,False,policy_engine,0.08
N01550,Hardening,baseline,disabled,0.258,True,policy_engine,0.03
N01550,Hardening,baseline,disabled,0.248,False,policy_engine,0.28
N01551,IAMPolicy,strict,disabled,0.209,False,policy_engine,0.86
N01551,WAF,baseline,partial,0.348,True,auto,0.47
N01551,Hardening,legacy,disabled,0.316,True,policy_engine,0.59
N01552,EDR,legacy,disabled,0.058,False,manual,0.32
N01552,IAMPolicy,legacy,disabled,0.108,False,policy_engine,0.19
N01553,EDR,baseline,disabled,0.275,True,manual,0.95
N01553,Logging,baseline,enabled,0.309,True,inherited,0.96
N01554,Hardening,strict,disabled,0.297,True,manual,0.84
N01555,Hardening,moderate,disabled,0.213,False,policy_engine,0.93
N01555,IAMPolicy,legacy,disabled,0.066,False,inherited,0.48
N01556,Logging,legacy,disabled,0.074,False,manual,0.09
N01556,Logging,strict,partial,0.06,False,policy_engine,0.96
N01557,WAF,strict,enabled,0.34,True,policy_engine,0.17
N01558,Firewall,legacy,enabled,0.206,False,manual,0.74
N01558,IAMPolicy,strict,enabled,0.298,True,auto,0.67
N01559,NetworkIsolation,legacy,enabled,0.154,False,manual,0.66
N01559,WAF,legacy,disabled,0.138,False,policy_engine,0.99
N01560,EDR,legacy,partial,0.126,False,inherited,0.44
N01560,IAMPolicy,strict,enabled,0.114,False,policy_engine,0.77
N01560,IAMPolicy,moderate,partial,0.106,False,inherited,0.56
N01561,EDR,legacy,enabled,0.065,False,manual,0.91
N01561,CloudPolicy,baseline,partial,0.216,False,manual,0.77
N01562,EDR,baseline,enabled,0.215,False,policy_engine,0.17
N01563,Logging,legacy,partial,0.313,True,manual,0.06
N01564,WAF,strict,disabled,0.312,True,inherited,0.05
N01564,IAMPolicy,baseline,disabled,0.302,True,inherited,0.1
N01565,CloudPolicy,legacy,partial,0.319,True,manual,0.42
N01565,Firewall,legacy,partial,0.037,False,policy_engine,0.2
N01566,Hardening,strict,partial,0.088,False,inherited,0.78
N01566,CloudPolicy,strict,enabled,0.03,False,inherited,0.9
N01567,WAF,strict,enabled,0.327,True,policy_engine,0.96
N01567,NetworkIsolation,moderate,partial,0.335,True,auto,0.88
N01567,CloudPolicy,legacy,partial,0.135,False,policy_engine,0.6
N01568,IAMPolicy,baseline,disabled,0.284,True,inherited,0.94
N01569,WAF,moderate,enabled,0.258,True,manual,0.1
N01569,Hardening,baseline,enabled,0.283,True,manual,0.32
N01570,CloudPolicy,baseline,enabled,0.09,False,policy_engine,0.41
N01570,CloudPolicy,legacy,partial,0.102,False,auto,0.39
N01571,Logging,moderate,enabled,0.311,True,policy_engine,0.34
N01572,WAF,moderate,enabled,0.238,False,inherited,0.3
N01572,Hardening,strict,disabled,0.288,True,manual,0.76
N01573,NetworkIsolation,baseline,partial,0.085,False,policy_engine,0.81
N01573,IAMPolicy,strict,partial,0.04,False,manual,0.27
N01573,Hardening,baseline,enabled,0.321,True,inherited,0.13
N01574,Hardening,legacy,enabled,0.326,True,inherited,0.34
N01574,CloudPolicy,strict,disabled,0.147,False,inherited,0.65
N01575,Firewall,legacy,enabled,0.277,True,policy_engine,0.53
N01575,IAMPolicy,strict,disabled,0.328,True,manual,0.5
N01576,EDR,legacy,enabled,0.276,True,auto,0.18
N01576,Hardening,moderate,partial,0.342,True,policy_engine,0.07
N01577,Hardening,baseline,enabled,0.202,False,policy_engine,0.11
N01578,CloudPolicy,strict,enabled,0.266,True,policy_engine,0.34
N01578,WAF,moderate,disabled,0.163,False,auto,0.23
N01579,EDR,legacy,partial,0.008,False,manual,0.08
N01579,CloudPolicy,legacy,enabled,0.319,True,manual,0.9
N01580,IAMPolicy,strict,enabled,0.165,False,inherited,0.65
N01581,EDR,strict,disabled,0.196,False,manual,0.19
N01581,Logging,baseline,disabled,0.068,False,auto,0.86
N01581,Firewall,moderate,partial,0.032,False,auto,0.05
N01582,Logging,legacy,partial,0.138,False,manual,0.3
N01582,Logging,strict,enabled,0.114,False,manual,0.73
N01583,EDR,baseline,disabled,0.273,True,policy_engine,0.89
N01583,WAF,moderate,disabled,0.051,False,manual,0.64
N01584,EDR,legacy,disabled,0.048,False,manual,0.01
N01584,WAF,moderate,partial,0.177,False,policy_engine,0.63
N01584,EDR,legacy,disabled,0.19,False,inherited,0.26
N01585,NetworkIsolation,legacy,enabled,0.155,False,manual,0.41
N01585,CloudPolicy,legacy,disabled,0.319,True,policy_engine,0.47
N01586,Firewall,baseline,enabled,0.111,False,policy_engine,0.85
N01586,CloudPolicy,legacy,disabled,0.286,True,inherited,0.69
N01587,NetworkIsolation,legacy,partial,0.055,False,auto,0.44
N01587,CloudPolicy,strict,enabled,0.292,True,policy_engine,0.19
N01588,Firewall,baseline,partial,0.183,False,auto,0.56
N01588,Logging,legacy,enabled,0.1,False,manual,0.69
N01588,EDR,moderate,enabled,0.26,True,manual,0.47
N01589,Firewall,baseline,partial,0.138,False,inherited,0.46
N01589,WAF,baseline,partial,0.195,False,inherited,0.36
N01590,WAF,baseline,partial,0.029,False,inherited,0.74
N01590,EDR,moderate,disabled,0.059,False,policy_engine,0.28
N01590,Logging,moderate,partial,0.128,False,inherited,0.64
N01591,Logging,baseline,disabled,0.165,False,manual,0.94
N01591,Hardening,legacy,partial,0.124,False,manual,0.98
N01591,Firewall,strict,disabled,0.115,False,inherited,0.21
N01592,WAF,strict,partial,0.094,False,manual,0.14
N01593,WAF,moderate,partial,0.123,False,policy_engine,0.6
N01594,Hardening,strict,enabled,0.169,False,auto,0.21
N01595,Firewall,moderate,enabled,0.216,False,manual,0.49
N01595,Firewall,legacy,enabled,0.281,True,manual,0.83
N01595,IAMPolicy,moderate,partial,0.051,False,inherited,0.02
N01596,NetworkIsolation,baseline,disabled,0.168,False,inherited,0.93
N01596,NetworkIsolation,baseline,disabled,0.244,False,auto,0.48
N01597,CloudPolicy,strict,disabled,0.149,False,inherited,0.42
N01597,Hardening,baseline,enabled,0.314,True,auto,0.29
N01597,Hardening,moderate,partial,0.248,False,inherited,0.85
N01598,Logging,legacy,enabled,0.144,False,policy_engine,0.04
N01598,IAMPolicy,legacy,enabled,0.145,False,manual,0.49
N01599,NetworkIsolation,baseline,enabled,0.242,False,policy_engine,0.57
N01599,Logging,strict,disabled,0.146,False,policy_engine,0.27
N01600,Hardening,baseline,disabled,0.235,False,manual,0.71
N01600,WAF,legacy,enabled,0.09,False,policy_engine,0.37
N01600,Logging,legacy,enabled,0.182,False,auto,0.62
N01601,WAF,moderate,partial,0.084,False,auto,1.0
N01602,WAF,strict,enabled,0.301,True,manual,0.43
N01603,Firewall,strict,enabled,0.019,False,manual,0.13
N01603,Hardening,baseline,disabled,0.316,True,manual,0.22
N01604,Hardening,strict,enabled,0.057,False,auto,0.99
N01605,Firewall,moderate,disabled,0.041,False,manual,0.06
N01605,Firewall,strict,partial,0.044,False,auto,0.87
N01606,NetworkIsolation,legacy,enabled,0.053,False,policy_engine,0.88
N01606,Firewall,strict,disabled,0.163,False,manual,0.11
N01606,NetworkIsolation,baseline,partial,0.111,False,policy_engine,0.74
N01607,Logging,legacy,enabled,0.304,True,auto,0.21
N01607,Firewall,legacy,partial,0.018,False,inherited,0.96
N01608,Firewall,moderate,partial,0.257,True,manual,0.79
N01608,Firewall,baseline,disabled,0.04,False,policy_engine,0.11
N01608,Hardening,strict,partial,0.31,True,auto,0.07
N01609,Logging,strict,enabled,0.282,True,inherited,0.35
N01609,Firewall,legacy,disabled,0.136,False,manual,0.42
N01609,CloudPolicy,moderate,enabled,0.244,False,policy_engine,0.79
N01610,EDR,baseline,enabled,0.07,False,manual,0.69
N01610,WAF,baseline,disabled,0.216,False,manual,0.01
N01611,Hardening,legacy,enabled,0.053,False,inherited,0.0
N01611,IAMPolicy,baseline,enabled,0.131,False,policy_engine,0.98
N01612,Logging,baseline,enabled,0.019,False,manual,0.03
N01612,Firewall,legacy,enabled,0.313,True,policy_engine,0.15
N01613,WAF,legacy,disabled,0.123,False,auto,0.17
N01614,Logging,baseline,partial,0.34,True,inherited,0.94
N01614,EDR,strict,partial,0.218,False,policy_engine,0.82
N01615,Logging,strict,partial,0.253,True,manual,0.52
N01615,CloudPolicy,baseline,enabled,0.06,False,auto,0.65
N01616,WAF,moderate,disabled,0.337,True,inherited,0.76
N01616,EDR,strict,enabled,0.241,False,auto,0.84
N01616,WAF,baseline,partial,0.001,False,manual,0.44
N01617,Hardening,legacy,partial,0.317,True,policy_engine,0.98
N01617,WAF,moderate,partial,0.328,True,auto,0.96
N01617,WAF,legacy,enabled,0.061,False,auto,0.69
N01618,Logging,baseline,disabled,0.287,True,policy_engine,0.24
N01618,CloudPolicy,moderate,enabled,0.239,False,inherited,0.29
N01618,NetworkIsolation,strict,disabled,0.169,False,auto,0.72
N01619,IAMPolicy,moderate,partial,0.234,False,auto,0.85
N01620,Logging,moderate,enabled,0.1,False,auto,0.77
N01620,Hardening,legacy,partial,0.099,False,auto,0.2
N01621,WAF,moderate,partial,0.277,True,policy_engine,0.05
N01622,Firewall,strict,enabled,0.105,False,auto,0.13
N01622,Logging,baseline,disabled,0.108,False,manual,0.62
N01623,Logging,legacy,enabled,0.217,False,manual,0.94
N01623,Logging,baseline,disabled,0.292,True,manual,0.07
N01624,WAF,baseline,partial,0.323,True,inherited,0.39
N01624,WAF,strict,enabled,0.154,False,inherited,0.01
N01625,Firewall,moderate,partial,0.342,True,inherited,0.13
N01625,NetworkIsolation,strict,enabled,0.265,True,inherited,0.18
N01626,CloudPolicy,moderate,disabled,0.022,False,policy_engine,0.67
N01626,Logging,moderate,enabled,0.081,False,manual,0.11
N01626,Hardening,moderate,enabled,0.151,False,auto,0.55
N01627,WAF,legacy,disabled,0.201,False,policy_engine,0.41
N01627,WAF,legacy,partial,0.245,False,auto,0.3
N01627,CloudPolicy,moderate,enabled,0.333,True,policy_engine,0.09
N01628,NetworkIsolation,strict,enabled,0.168,False,policy_engine,0.65
N01628,EDR,moderate,disabled,0.157,False,auto,0.77
N01628,Firewall,legacy,partial,0.068,False,inherited,0.6
N01629,WAF,strict,enabled,0.244,False,policy_engine,0.21
N01629,IAMPolicy,strict,enabled,0.344,True,policy_engine,0.17
N01629,Hardening,moderate,partial,0.266,True,auto,0.92
N01630,Hardening,legacy,disabled,0.019,False,auto,0.36
N01630,EDR,strict,enabled,0.155,False,manual,0.04
N01631,Hardening,legacy,partial,0.05,False,auto,0.39
N01631,WAF,moderate,disabled,0.256,True,inherited,0.61
N01631,WAF,strict,disabled,0.025,False,manual,0.53
N01632,Hardening,legacy,partial,0.221,False,auto,0.01
N01632,NetworkIsolation,strict,disabled,0.014,False,policy_engine,0.16
N01633,WAF,baseline,enabled,0.076,False,policy_engine,0.66
N01633,CloudPolicy,moderate,enabled,0.124,False,policy_engine,0.06
N01634,WAF,strict,partial,0.311,True,manual,0.56
N01635,Hardening,baseline,enabled,0.048,False,manual,0.62
N01635,IAMPolicy,strict,disabled,0.124,False,auto,0.53
N01636,EDR,legacy,enabled,0.092,False,manual,0.83
N01636,Logging,legacy,enabled,0.344,True,manual,0.46
N01637,Firewall,legacy,enabled,0.25,False,inherited,0.55
N01637,EDR,moderate,disabled,0.11,False,auto,0.65
N01637,Firewall,moderate,enabled,0.316,True,manual,0.75
N01638,Hardening,strict,disabled,0.335,True,policy_engine,0.35
N01638,WAF,strict,disabled,0.169,False,manual,0.64
N01638,Logging,baseline,enabled,0.039,False,policy_engine,0.76
N01639,CloudPolicy,legacy,enabled,0.304,True,auto,0.95
N01639,Logging,strict,enabled,0.25,False,policy_engine,0.04
N01640,Firewall,strict,partial,0.109,False,auto,0.32
N01640,WAF,legacy,enabled,0.334,True,manual,0.92
N01640,IAMPolicy,moderate,enabled,0.064,False,inherited,0.11
N01641,CloudPolicy,legacy,enabled,0.111,False,inherited,0.01
N01641,CloudPolicy,strict,partial,0.165,False,auto,0.45
N01642,CloudPolicy,legacy,partial,0.099,False,manual,0.62
N01642,IAMPolicy,strict,disabled,0.242,False,policy_engine,0.29
N01643,NetworkIsolation,legacy,disabled,0.198,False,policy_engine,0.31
N01643,Hardening,legacy,disabled,0.333,True,inherited,0.9
N01644,WAF,baseline,disabled,0.128,False,policy_engine,0.94
N01644,EDR,strict,enabled,0.118,False,auto,0.92
N01644,CloudPolicy,legacy,enabled,0.217,False,auto,0.77
N01645,IAMPolicy,moderate,partial,0.237,False,auto,0.38
N01645,Firewall,strict,disabled,0.052,False,manual,0.28
N01645,NetworkIsolation,baseline,disabled,0.288,True,manual,0.1
N01646,Hardening,moderate,enabled,0.134,False,auto,0.74
N01646,CloudPolicy,moderate,enabled,0.292,True,auto,0.51
N01646,EDR,baseline,partial,0.242,False,policy_engine,0.02
N01647,Firewall,moderate,enabled,0.18,False,auto,0.07
N01648,WAF,legacy,partial,0.254,True,inherited,0.06
N01648,EDR,strict,enabled,0.007,False,auto,0.73
N01649,WAF,moderate,partial,0.228,False,inherited,0.88
N01649,Firewall,moderate,enabled,0.138,False,manual,0.49
N01649,CloudPolicy,baseline,disabled,0.162,False,inherited,0.63
N01650,Firewall,moderate,enabled,0.194,False,inherited,0.39
N01650,Firewall,legacy,disabled,0.299,True,policy_engine,0.17
N01651,IAMPolicy,strict,enabled,0.183,False,auto,0.58
N01652,NetworkIsolation,baseline,disabled,0.014,False,inherited,0.25
N01652,CloudPolicy,baseline,enabled,0.016,False,manual,0.3
N01653,IAMPolicy,strict,disabled,0.108,False,policy_engine,0.05
N01653,NetworkIsolation,strict,disabled,0.057,False,inherited,0.69
N01654,WAF,moderate,partial,0.294,True,policy_engine,0.14
N01655,Logging,strict,disabled,0.109,False,auto,0.52
N01655,Logging,moderate,disabled,0.21,False,auto,0.85
N01655,WAF,strict,disabled,0.05,False,inherited,0.78
N01656,Hardening,moderate,partial,0.331,True,inherited,0.41
N01656,CloudPolicy,baseline,partial,0.258,True,policy_engine,0.8
N01657,Logging,baseline,disabled,0.292,True,inherited,0.01
N01657,CloudPolicy,moderate,enabled,0.252,True,manual,0.3
N01658,Hardening,moderate,disabled,0.014,False,auto,0.61
N01658,IAMPolicy,strict,disabled,0.05,False,manual,0.43
N01659,CloudPolicy,strict,partial,0.274,True,inherited,0.45
N01659,EDR,legacy,partial,0.183,False,manual,0.2
N01660,Firewall,strict,partial,0.013,False,inherited,0.74
N01661,Hardening,strict,disabled,0.018,False,manual,0.01
N01661,Hardening,moderate,disabled,0.242,False,manual,0.81
N01662,IAMPolicy,baseline,disabled,0.197,False,policy_engine,0.33
N01662,EDR,baseline,enabled,0.189,False,inherited,0.12
N01663,CloudPolicy,moderate,disabled,0.011,False,auto,0.73
N01663,WAF,strict,enabled,0.203,False,policy_engine,0.01
N01663,IAMPolicy,moderate,partial,0.04,False,manual,0.74
N01664,Hardening,moderate,enabled,0.123,False,manual,0.29
N01665,CloudPolicy,moderate,disabled,0.311,True,auto,0.94
N01665,Hardening,strict,enabled,0.003,False,auto,0.58
N01666,NetworkIsolation,moderate,enabled,0.018,False,auto,0.62
N01666,WAF,baseline,partial,0.076,False,inherited,0.49
N01666,NetworkIsolation,legacy,partial,0.078,False,auto,0.39
N01667,Logging,strict,enabled,0.029,False,auto,0.76
N01667,CloudPolicy,legacy,disabled,0.036,False,manual,0.81
N01668,Logging,moderate,disabled,0.303,True,inherited,0.82
N01668,NetworkIsolation,strict,enabled,0.305,True,inherited,0.31
N01669,Hardening,moderate,partial,0.105,False,inherited,0.07
N01669,NetworkIsolation,moderate,enabled,0.263,True,inherited,0.58
N01669,WAF,legacy,enabled,0.253,True,policy_engine,0.84
N01670,Hardening,strict,enabled,0.332,True,policy_engine,0.92
N01670,Firewall,strict,disabled,0.318,True,inherited,0.37
N01670,Logging,moderate,enabled,0.343,True,manual,0.26
N01671,CloudPolicy,legacy,partial,0.082,False,auto,0.8
N01672,EDR,legacy,enabled,0.335,True,manual,0.97
N01672,Hardening,legacy,enabled,0.077,False,inherited,0.87
N01672,EDR,moderate,disabled,0.286,True,policy_engine,0.74
N01673,CloudPolicy,moderate,partial,0.125,False,auto,0.68
N01674,Logging,baseline,enabled,0.213,False,auto,0.21
N01674,NetworkIsolation,legacy,disabled,0.29,True,manual,0.62
N01675,EDR,baseline,enabled,0.195,False,inherited,0.45
N01675,Hardening,baseline,disabled,0.159,False,manual,0.93
N01675,Hardening,baseline,disabled,0.241,False,inherited,0.29
N01676,Firewall,legacy,disabled,0.101,False,auto,0.23
N01677,NetworkIsolation,strict,disabled,0.187,False,inherited,0.02
N01677,CloudPolicy,legacy,disabled,0.27,True,manual,0.34
N01678,Hardening,baseline,enabled,0.344,True,policy_engine,0.45
N01678,Hardening,strict,enabled,0.121,False,manual,0.49
N01678,EDR,legacy,partial,0.098,False,inherited,0.52
N01679,CloudPolicy,moderate,partial,0.293,True,auto,0.28
N01679,IAMPolicy,moderate,enabled,0.262,True,auto,0.59
N01680,NetworkIsolation,moderate,disabled,0.097,False,inherited,0.94
N01680,CloudPolicy,baseline,enabled,0.303,True,auto,0.68
N01680,NetworkIsolation,strict,partial,0.072,False,inherited,0.01
N01681,Logging,baseline,enabled,0.025,False,policy_engine,0.39
N01681,CloudPolicy,strict,enabled,0.114,False,inherited,0.4
N01681,Logging,baseline,partial,0.24,False,manual,0.51
N01682,WAF,baseline,partial,0.073,False,inherited,0.05
N01682,CloudPolicy,legacy,disabled,0.02,False,auto,0.53
N01683,Hardening,baseline,enabled,0.155,False,auto,0.7
N01683,Hardening,legacy,enabled,0.342,True,auto,0.67
N01684,Hardening,moderate,disabled,0.067,False,auto,0.47
N01684,Firewall,baseline,enabled,0.073,False,inherited,0.46
N01685,Hardening,baseline,partial,0.203,False,inherited,0.62
N01686,Logging,legacy,partial,0.3,True,auto,0.51
N01686,IAMPolicy,strict,enabled,0.335,True,manual,0.84
N01687,Hardening,strict,enabled,0.258,True,auto,0.75
N01687,Firewall,moderate,disabled,0.252,True,policy_engine,0.19
N01688,NetworkIsolation,moderate,disabled,0.244,False,auto,0.28
N01688,Firewall,strict,enabled,0.319,True,policy_engine,0.43
N01689,WAF,legacy,partial,0.328,True,policy_engine,0.74
N01689,Firewall,baseline,enabled,0.182,False,policy_engine,0.68
N01689,Hardening,strict,enabled,0.326,True,auto,0.39
N01690,Firewall,legacy,enabled,0.019,False,policy_engine,0.51
N01691,NetworkIsolation,strict,partial,0.224,False,inherited,0.36
N01691,Hardening,moderate,partial,0.142,False,policy_engine,0.26
N01691,IAMPolicy,strict,partial,0.163,False,inherited,0.81
N01692,Hardening,legacy,partial,0.204,False,auto,0.07
N01692,WAF,baseline,partial,0.242,False,manual,0.46
N01692,Firewall,strict,enabled,0.336,True,manual,0.19
N01693,Logging,baseline,partial,0.087,False,manual,0.73
N01693,WAF,moderate,partial,0.146,False,manual,0.52
N01694,Logging,moderate,enabled,0.235,False,policy_engine,0.98
N01695,WAF,baseline,enabled,0.095,False,auto,0.85
N01696,NetworkIsolation,baseline,enabled,0.251,True,auto,0.44
